user_id,genres,playtime_forever
76561197969956494,Action,503042
Nuclueus,Simulation,500078
bwolf7803,Action,499504
76561198022404680,Action,496618
76561198018677971,RPG,496566
76561198050414588,RPG,495778
tobscene,Free to Play,495518
ThisIsWhereIGetOff,Simulation,495058
76561198029090446,Action,492511
givemetheaids,Action,489854
Harkugan,Action,486424
76561198123168383,Action,485901
rixs,Action,485707
Jaxon1049,Indie,485090
poedgirl,Action,484305
tobscene,Strategy,479022
76561198016685643,Action,472615
what87,Action,470590
xXAussieRockXx,Indie,469572
benjamingarrison,Indie,468908
jwatt1991,Indie,467692
Rafske,Action,466972
jwatt1991,Casual,465919
76561198041627248,RPG,465443
archy18,Action,465174
jwatt1991,Free to Play,464433
76561198060797110,Action,464400
multinationalcorporation,Action,464264
xXAussieRockXx,Action,462368
76561197992542501,Massively Multiplayer,462144
TKOZ,Action,458116
76561198063368177,Free to Play,457783
4801,Action,457258
76561198041627248,Free to Play,456638
76561198041627248,Massively Multiplayer,456638
Jaxon1049,Simulation,456622
triggerbeast,Action,455471
76561198065322400,Action,454274
ILDHAM123,Action,452124
76561198050414588,Massively Multiplayer,451307
Twat3021,Action,450942
bigodo,Action,447645
gangstapimpplaya,Action,447416
laumir,Action,447154
76561198059622971,Indie,446545
BlackReaperHei,RPG,445552
lizzygson,Action,444338
Liberityneverdies,Simulation,441687
76561198063368177,Massively Multiplayer,441494
76561198126500843,Action,441098
765611983889673,Indie,440391
Sanctus94,Action,438952
technique1989,Action,438922
de_reyals,Action,438380
shinomegami,Simulation,437996
76561198027114566,Action,435209
Icebrrg1245,RPG,434828
Kebabsaregood,Action,432316
johnvu3,Simulation,431917
whoopah,Action,431898
765611983889673,Simulation,430493
mutatedwombat,RPG,429622
76561198055326819,Indie,429485
76561198058230663,Free to Play,426554
76561197960478966,Action,425376
76561198064484479,Action,424248
76561197977246575,Action,423007
KingXRay,RPG,422214
UnethicalPanda,Action,420423
76561198022404680,RPG,419986
76561198030382508,Strategy,419956
johnvu3,Indie,419725
andrewjohn,Action,419585
saltymotherfucker,Indie,419549
76561198103524411,Strategy,419170
SmokaBluntos,Action,415097
76561198033862482,Strategy,414591
poedgirl,Massively Multiplayer,414215
laumir,Free to Play,413639
awpsum,Indie,413199
Sean630,Action,412578
76561198036460233,Free to Play,411992
756755557153145,Action,411957
76561197967621845,Action,411163
76561197995418864,Action,410486
poedgirl,Free to Play,408492
SmokaBluntos,RPG,408278
76561198047208452,Action,408039
Onemaponly,Action,407586
76561198027406146,Free to Play,407468
benjamingarrison,RPG,404252
DrQuaz,Strategy,403726
livaris,Action,401438
76561198004054009,Action,399991
76561197996747515,Action,399724
Sitchy,Indie,398249
76561198017614917,Strategy,397687
tinyrickexclamationmark,Indie,397292
e54385991,Action,397195
tobscene,Casual,395569
76561198057784033,Strategy,395306
76561198027093071,Action,393877
augriD,Action,393570
76561198036460233,Casual,393429
samemint,Action,392570
tinyrickexclamationmark,Simulation,392098
76561198010653835,Action,391738
Sp3ctre,RPG,391268
76561198006894551,Action,390848
killer81KappaKappa,Action,390613
uzicide,Action,390488
Terminally-Chill,Indie,389693
VoxMaro,Action,389560
76561198036460233,Indie,388787
benjamingarrison,Free to Play,387221
mayaismywife,Action,386055
Sp3ctre,Free to Play,385732
76561198044511328,Action,383946
76561198027406146,RPG,383572
76561198006494735,Strategy,383413
76561198086575203,Action,382784
76561197978756659,Action,382553
76561197997316526,Action,381254
NedSilver,Action,381035
KingXRay,Massively Multiplayer,380895
robinisamazing,Action,379986
76561198050414588,Action,379882
76561198042170355,Action,379676
76561198086282677,Action,379569
deoxidecsgo,Action,379486
skotavus,Action,379146
76561198061230129,Indie,377618
REBAS_AS_F-T,Strategy,377350
H-O-B-O,Simulation,376859
H-O-B-O,Indie,376859
thiefofrosesinlalaland,Indie,376804
qqmp,RPG,375873
76561198060797110,RPG,375837
Elite911,Massively Multiplayer,375208
L4M1NAS,Action,374516
76561198029596731,Action,373711
AimShootKill,Action,373181
Cow666,Strategy,373108
TURTLESYEA,Action,372918
KittensScythe,Indie,371702
76561198004054009,Free to Play,370413
ndrss,Indie,370142
DoctorSpaceman,RPG,370100
76561198077805024,Action,370012
thiefofrosesinlalaland,Free to Play,369597
thiefofrosesinlalaland,Massively Multiplayer,369597
76561198069839491,Free to Play,369202
76561198027406146,Massively Multiplayer,368968
JohnnyMcShitty,Action,368958
jiumohoo,Action,368458
Cow666,RPG,368372
76561198030902576,RPG,367938
MinTony,Action,367898
KittensScythe,Simulation,366897
saltymotherfucker,Simulation,366702
ndrss,Simulation,365942
iSkulz,Action,365011
76561198048709944,Strategy,364754
26292919,Action,364228
DieMadchenschanderin,Action,363586
idonothack,RPG,363478
awpsum,Action,363410
awpsum,Simulation,363371
guwopguccimane,Action,362862
Elite911,Indie,362301
76561198023634778,Action,361993
qqmp,Adventure,361884
Train_Wreck,Action,361776
laerte261,Action,360740
76561198036455045,Action,360349
TFA_Freedom,Action,359682
truewarrior94,Action,359396
76561198060835696,Action,359300
76561198069839491,Indie,358922
76561197994136663,Strategy,358753
76561198055524901,Strategy,358180
pandaaus,Action,357808
Unl33t,Action,356980
HailAmeixing,Action,356862
76561198069839491,Casual,356331
76561198054840158,RPG,355423
76561198054840158,Free to Play,355423
76561198054840158,Massively Multiplayer,355423
benjamingarrison,Casual,355248
rixs,RPG,354837
76561198060969570,Action,353448
76561198050680344,Action,353294
LeZoidberg,Action,353294
76561198063378113,RPG,352917
76561197990027470,Action,352670
stopgovtcorruption,Indie,352203
hoarfrostkid,Action,351985
nnotzsb,Action,351879
Warrfoxx,Action,351445
76561198002009906,Action,350448
berkyjef,Indie,350223
76561198038513068,Simulation,349772
76561198055096033,Action,349482
76561197984830126,Action,348895
Master_Pelon,Action,348879
cywabcoylttdtabistsiaeyclalumb,Action,348845
Liberityneverdies,Indie,348749
76561197981571612,Action,348702
sexysob,Simulation,348423
76561198041472164,Action,348229
idonothack,Adventure,348076
VINNYWEAPONS28,Action,347739
cashout_skins_csgo_cameron,Action,347655
volka,Action,347382
weherphere,Action,347335
76561198055055523,Action,347232
Overwhelmer,Free to Play,346508
76561198055326819,Simulation,346479
76561197970828806,Strategy,346459
DeezNuttaroos,Action,346127
NanoPi,Action,346099
NanoPi,Indie,345984
idonothack,Strategy,345793
Efreak,Indie,345317
22109203,Action,344591
76561197995418864,Indie,344496
mblades,Action,343984
sexysob,Indie,342825
76561198044588815,RPG,342115
76561198048230501,Action,342024
paigamer2012,Action,341892
TehMev,Action,341357
76561198069139035,Indie,341141
76561198069139035,Simulation,341141
tankedout,Strategy,340419
tomfiend,Action,340158
jimmaye24,Action,339817
76561198060808273,Action,339366
76561197978756659,Indie,339048
P06O,Action,339007
thequeenpanda,Indie,338901
76561198024071345,Action,338171
76561198054840158,Casual,337453
76561198054840158,Adventure,337453
131312,Action,337392
GremoryEagle,Simulation,336763
GremoryEagle,Indie,336763
76561198057784033,RPG,336675
GAMESNIPERSTUDIOS,Indie,336582
76561197977544920,Action,336443
76561198070346631,Simulation,335742
dkzinhoo,Action,335644
76561198044184931,Action,335622
triggernyar,Massively Multiplayer,335018
76561198006894551,Massively Multiplayer,334856
gottabesaints,Action,334559
Steamified,Adventure,334553
pjc001,Strategy,333941
76561198079986661,Indie,333551
idonothack,Simulation,333482
thequeenpanda,Action,333442
76561197978426585,RPG,333208
DarrenDingo,Simulation,333067
Deerunken,Action,332333
Kichia,Action,332204
johnvu3,Action,331979
Global,Strategy,331977
76561198078738103,Indie,331270
76561198001175414,Action,331192
76561198054181145,Action,331052
skotavus,Indie,330826
3021Daniel,Action,330704
76561197978426585,Action,330526
thequeenpanda,Simulation,330480
wobblestar,Indie,330410
1UK33Y,Action,330141
DarrenDingo,Indie,330114
Cow666,Simulation,329893
xoFushiox,Action,329796
76561198072608814,Indie,328780
76561198062646700,Action,328388
Abion,Action,328303
756755557153145,RPG,327366
76561198075471492,Action,326383
76561198069163682,Action,326138
note551,Action,326125
76561198044588815,Indie,326058
berkyjef,Action,325586
EzPzHaveFun,Action,324927
SwinburnCyphenMisslemike,Indie,324699
OhMoosey,Action,324517
76561198069163682,Massively Multiplayer,324481
76561198069163682,Free to Play,324481
NickMagnus,Action,324470
76561198070346631,Indie,324346
76561198030567998,Action,324245
76561198017618407,Action,324235
76561198016458849,Strategy,324141
76561198060469849,Indie,323997
76561198064619260,Indie,323906
laerte261,Strategy,323822
76561198072155632,Action,323590
stinglock,Action,323580
76561198062450095,Action,323418
76561198059622971,Simulation,323393
LolWhyYouReadThis,Action,323277
76561198079986661,Simulation,322976
76561198061097219,Action,322878
OdetteArt,Action,322861
rixs,Free to Play,322583
AgentXiri,Action,322463
76561198055179537,Action,321980
litoki,Action,321952
HamWich222,Action,321907
76561198007208545,Strategy,321319
Jantoz,Action,321131
Trooper6192,Action,320866
76561198002171489,Action,320668
76561197998873955,Action,320136
235324234732,Action,319854
76561198079887518,Action,319619
76561197965943381,Strategy,319564
nicolito0,Action,319405
bwolf7803,RPG,319044
76561198079680944,Action,318976
76561198003447788,Action,318218
76561198032459795,RPG,317867
TheRevenant,Strategy,317398
GAMESNIPERSTUDIOS,Simulation,317371
76561198049851547,Action,317347
Momijio,Action,317086
Sanctus94,Strategy,317084
Sanctus94,Simulation,317084
76561198007208545,RPG,317035
76561197978756659,Massively Multiplayer,316786
76561197978756659,Early Access,316786
Denzham,Action,316469
SweetSugar,Simulation,316356
76561198081845576,Action,316217
laerte261,Simulation,316186
BlackReaperHei,Massively Multiplayer,315999
76561198043821248,Action,315997
TheDeadlyBandit,Action,315753
SweetSugar,Action,314831
ShadowGapan,Action,314589
Icebrrg1245,Massively Multiplayer,314469
76561198020704738,Action,314290
mmunchies,Action,314094
weherphere,RPG,313700
76561197979489134,Action,313643
Qu_Boy,Action,313533
CalvinHazard,Action,313386
76561198033713264,Action,313080
76561198088865993,Indie,312913
69doggystyle,Action,312896
76561198006048941,Action,312675
76561198126500843,Massively Multiplayer,312568
thefourdigit,Action,312465
76561197994136663,RPG,312245
Kelsoren,Action,311273
Elite911,Simulation,311246
76561198058539753,Indie,310793
BlackReaperHei,Action,310224
76561197961118969,Action,310123
76561198047515471,Simulation,309821
skotavus,RPG,309722
129874182,Indie,309611
76561198061230129,Simulation,309452
Sambareno,Indie,309424
DemondSlayerV,Action,309415
76561198072608814,Simulation,309345
76561198040641436,Simulation,308917
lucifer666678,Action,308269
someonelewd,Action,308026
Bu113ts,Indie,307926
76561198050414588,Adventure,307926
bigHAZZApreb,Action,307716
gaiyamato,Strategy,307566
76561197977246575,Indie,307544
OdetteArt,RPG,307507
76561197978756659,RPG,307439
76561198004901938,Action,307407
76561198018025756,Action,307224
BigAls,Action,307136
76561198062646700,Free to Play,306721
allansnackbar,Action,306326
00True,Action,305670
76561198050414588,Free to Play,305622
lovemorezeebanda,Action,305398
eyb0ssman,Action,305116
76561198057685527,Action,304461
76561198043917204,Action,304459
awwyeahnah,Action,304434
AgentXiri,Free to Play,303977
76561198017614917,RPG,303930
lilnobody,Action,303481
76561198078738103,Simulation,303466
76561198085167128,Action,303367
76561198079405465,Action,303324
76561198077663677,Action,303074
76561197978756659,Adventure,302590
wobblestar,Simulation,302460
Gamerman246,Action,302317
76561197971994126,Action,302114
dethonador,Action,301869
76561198054181145,RPG,301365
76561198022266151,Action,301200
ShadowsGlory,Action,301106
KentuckyFriedSpy,Action,300826
76561198014969917,Action,300402
76561198012742919,Action,299792
76561198032091115,Action,299544
MRSALM0N,Action,299330
Flatesprofile,Indie,299066
76561198055330941,Action,298482
76561198050246852,Indie,298415
76561198039700455,Action,298237
deleteme14,Action,298196
76561198040055640,Indie,298185
modz_x,Action,298154
poadster,Action,297820
ZEM42,Action,297691
76561198044588815,Adventure,297594
DopeOxide,Action,297534
dbsgptjd966,Action,297323
76561198032459795,Strategy,297148
DKA013,Action,296939
76561197994136663,Indie,296654
76561198063378113,Massively Multiplayer,296470
76561198030902576,Free to Play,296366
Harkugan,RPG,296292
76561197996767783,Simulation,295553
Anti_Sphere,RPG,295502
tomasives,Indie,295152
pharonmix,Indie,294560
Urit,Action,294443
76561198142474106,Simulation,294410
291129112911291129112911,Action,294396
76561198007390829,Strategy,294328
dethonador,Free to Play,294126
76561197992542501,Action,293900
76561198019019838,Indie,293432
Sloth--,Indie,293409
76561198046263983,Indie,293104
VRBones,Strategy,292305
76561197992542501,RPG,292292
Shredderman962,Action,292126
oakex,Indie,292015
Bu113ts,Simulation,292009
GiBaPEzLife,Action,291676
Zapruda,Action,291490
yAKKKa,Indie,291443
76561198064317610,Indie,291420
76561197983351572,Action,291228
SaltySpittoon,Action,291180
76561198094665607,Action,290656
Knight-Silver,Action,290611
76561198079887518,Strategy,290490
76561198056735088,Action,290366
Gigglestik,Action,290125
76561198046263983,Simulation,290091
BlackReaperHei,Free to Play,290008
asixCSGO,Indie,289812
GhandiSikh,Simulation,289654
Jellofacey,Action,289176
donutmaster123,Action,289078
triggerbeast,RPG,289043
76561198086476823,Action,288986
76561198020704738,Massively Multiplayer,288525
76561198023475537,Simulation,288457
76561198053738092,Indie,288404
76561198056354988,Action,288337
ABSOLUTLY_NOTHING,Action,288291
GREENMAN41,Action,288288
76561198049953557,Action,287944
WrightTheWrong,Indie,287875
Notasbadashitler,Action,287866
76561198042170355,RPG,287790
76561198002170343,Action,287646
customisedforsure,Action,287403
livaris,Indie,286928
76561198060969570,Indie,286589
jalpineapple,Action,286567
76561198073642113,Action,286479
modtech,Action,285899
76561198020704738,Free to Play,285863
tankedout,Action,285764
76561198006894551,RPG,285663
L4M1NAS,Indie,285608
P06O,Free to Play,285521
76561198050246852,Simulation,285513
76561198031013164,Strategy,285435
Sitchy,Action,285204
TheLifeAndTimesOfTim,Simulation,285119
dascorpi0n,Simulation,284966
76561198008067943,Strategy,284921
DodgM8,Action,284899
UnethicalPanda,Free to Play,284444
jlulveior,Indie,284367
deynarian,Action,284254
76561198023475537,Action,284100
nipplelicker4000,Action,283974
76561198047208452,Adventure,283942
briggsy195,Strategy,283420
byoso,Action,283323
tomasives,Action,283292
jetfire60,Indie,283264
rinco69,RPG,283115
TheGamingHeadcrab,Simulation,282933
tobscene,Simulation,282794
Kaj3n,Action,282380
mith_ele,Action,282340
76561198054224756,Indie,282203
76561197974941166,Action,281945
76561198006186415,Strategy,281734
76561197994136663,Simulation,281728
76561198047515471,Indie,281509
76561198075471492,Indie,281412
76561198079887518,Simulation,281248
shadzsexe,Action,280787
76561198088865993,Simulation,280205
76561198064619260,Adventure,280094
76561198030902576,Massively Multiplayer,280064
76561198064317610,Simulation,280033
Remo191,Action,279993
VividPikselz,Indie,279818
76561198065784635,Indie,279779
76561198039700455,Free to Play,279746
Sambareno,Simulation,279686
CornFlakes0401,Action,279154
76561198075582003,Free to Play,278725
76561198024300582,Strategy,278710
TheLandOfTheCalTheSpy,Indie,278596
Anti_Sphere,Free to Play,278496
death-hunter,Indie,278400
rinco69,Free to Play,278175
de_triggered,Indie,278124
iamahomosexual,Action,278006
mutatedwombat,Massively Multiplayer,277974
76561197977767929,Action,277877
Anti_Sphere,Adventure,277843
hitchhiker42,Action,277817
Steamified,Casual,277777
76561198032459795,Simulation,277376
detailmovie,Action,277203
391204566,Action,277128
76561198054224756,Simulation,277064
76561197987307155,Action,276801
the_abomination,Action,276718
yAKKKa,Simulation,276710
76561198045133986,Action,276569
mutatedwombat,Early Access,276465
76561198041353540,Action,276452
livaris,RPG,276276
Lickidactyl,Action,276207
WrightTheWrong,Simulation,276172
76561197977246575,Simulation,275459
jlulveior,Simulation,275359
Fliqi,Action,275112
76561198004901938,Indie,274854
76561197990792016,Action,274851
Efreak,Action,274752
76561197993640717,Simulation,274542
Strider95,Action,274515
veroxAU,Action,274345
NewandImprovedDashie,Indie,274342
76561198052180785,Simulation,274288
76561198058539753,Action,274047
Elite911,Free to Play,274001
76561198044184931,Free to Play,273149
76561198075749223,Action,272592
NewandImprovedDashie,Simulation,272581
76561198065247809,Action,272561
oakex,Simulation,272397
Duchvelka,Action,272192
FatChicken420,Indie,272148
DickRichardJohnson,Strategy,272126
76561198046710527,Action,271934
Hardway155,Action,271815
76561198050868578,Simulation,271702
alexdlee,Action,271632
76561197970551076,Action,271610
76561198009729086,Action,271494
Urotsuki,Action,271455
daymm,Indie,271403
76561198068194476,Indie,271059
BlackReaperHei,Adventure,270700
76561198081666970,Action,270631
76561198092185400,Action,270336
76561197972908857,Action,270081
Adnurak,Action,269846
BatRambo,Action,269841
mark123,Action,269814
76561198026239418,Action,269638
Howaboutsomegoodoldsuicide,Action,269622
Sitchy,Casual,269557
76561198047208452,Indie,269382
76561198045475428,Free to Play,269254
bwolf7803,Indie,269222
stopgovtcorruption,RPG,268884
jqinnewsteam,Strategy,268539
76561198070403442,Indie,268450
76561198056280925,Action,268447
FatChicken420,Simulation,268248
76561197970137892,Action,268227
76561198050680344,Free to Play,268210
DrQuaz,Simulation,268191
AiSenSlayer,Indie,267895
76561198047051392,Action,267673
UnethicalPanda,Massively Multiplayer,267651
76561198021391861,Action,267347
Spludge,Indie,267180
76561198088082495,Action,266952
JustIcey,Indie,266683
JustIcey,Simulation,266683
76561198064484479,RPG,266662
Spludge,Free to Play,266527
death-hunter,Simulation,266308
KosmicReeds,Action,266295
guwopguccimane,Indie,266236
JayKayGray,Action,265952
livaris,Adventure,265654
omnixbro,Action,265600
rixs,Massively Multiplayer,265466
291129112911291129112911,RPG,265425
76561198008565345,Action,265385
76561198142474106,Indie,265054
py6Spider,Action,264883
76561198059653682,Strategy,264864
76561198041472164,RPG,264828
Steamified,Action,264757
Elite911,Action,264652
DeusVultboiz,Action,264395
76561198012233803,Action,264296
76561198048597734,Strategy,264207
76561197999075044,Indie,264112
note551,Free to Play,264080
OutdoorKitchen,Action,263756
76561198008565345,RPG,263395
76561198046776854,Indie,263242
76561198042879129,Action,262744
archy18,Strategy,262232
76561198006084032,Indie,262095
76561198081845576,Free to Play,261970
Terminally-Chill,Strategy,261936
NaukaD,Strategy,261931
TheGamingHeadcrab,Indie,261752
mrpfresh,Action,261557
76561198059487098,Indie,261510
jetfire60,Simulation,261493
76561198066939949,RPG,260997
TheLandOfTheCalTheSpy,Simulation,260809
76561198070943489,Action,260679
76561198006084032,Strategy,260677
Cow666,Adventure,260586
qqmp,Massively Multiplayer,260573
qqmp,Free to Play,260573
TooEasyTeeZee,Action,260565
VoxMaro,RPG,260472
76561198045133986,Simulation,260380
daymm,Simulation,260309
Spludge,Casual,260155
krogdog,Action,260045
qqmp,Casual,259560
76561198066452898,Action,259326
sythilian,Action,259318
Efreak,Free to Play,259064
Rebound780,Indie,258974
mblades,Massively Multiplayer,258935
davidjgriffith,Action,258922
76561198058539753,RPG,258810
76561198033081099,Indie,258636
76561197993685324,Strategy,258552
pixelism,Action,258504
pharonmix,Simulation,258430
tamlieu,Action,258390
76561198052180785,Indie,258352
Overwhelmer,Indie,258294
DownSyndromeKid,Adventure,258077
76561198046776854,Simulation,257933
x-code-x,Strategy,257785
83837474,Indie,257715
76561198027233818,Action,257584
76561198014799083,Action,257514
76561198084123358,Free to Play,257412
76561198061977789,Action,257264
76561198009729086,Strategy,257251
76561198045540232,Action,257029
GeneralCuddles,Action,256726
meowvel,Action,256551
mmaxim,Action,256421
Gigglestik,RPG,256399
Clammed,Action,256374
76561198045475428,RPG,256223
note551,Indie,256142
robinisamazing,Simulation,255982
Anti_Sphere,Massively Multiplayer,255793
76561198081845576,Massively Multiplayer,255661
Efreak,Adventure,255579
Dr_Angryhead,Action,254568
76561198044169764,Simulation,254435
AquilliusRanger,Action,254386
76561198042422937,RPG,254274
Sitchy,Free to Play,254178
76561198040532631,Action,254147
76561198063667684,Action,254133
DeezNuttaroos,Indie,253823
Falcon_HaHa,Action,253796
76561198075582003,Indie,253681
gaiyamato,RPG,253640
76561198032373589,Strategy,253611
SWYANO,Strategy,253389
AURLNAME,Action,253383
guwopguccimane,Massively Multiplayer,253373
76561198040055640,Simulation,253300
SenatorArmstrong123,Action,253168
DoctorSpaceman,Casual,253011
76561198048240622,Action,252778
76561197995418864,Simulation,252630
Hardway155,Free to Play,252566
ohyeahpunk,Action,252558
76561198056741844,Action,252373
76561198021391861,RPG,252183
hashtaglmao,Indie,252138
HailAmeixing,Simulation,252129
Sp3ctre,Casual,252107
DrMolo,Action,251814
76561198012742919,Indie,251714
cgoober2000,Indie,251470
auzmoz,Strategy,251378
76561198083619343,Simulation,251284
76561198043821248,RPG,251232
76561198025883153,Action,251208
Asyamercilicious,Indie,251188
piepai,Indie,251126
76561198019650848,Action,250926
76561198060046037,Action,250907
76561198029997863,Strategy,250837
76561198057253097,RPG,250239
Blackbirdm3,Action,250005
76561198017614917,Simulation,249765
Efreak,RPG,249704
Ppkdoevil,Action,249570
76561198007208545,Action,249516
FvckkMyOppz,Simulation,249469
T0talN1nja,Action,249404
itss_ur_boi_,Action,249180
5856565456564,Indie,249128
x-code-x,Simulation,249121
hitlersokiguess,Action,248999
76561198057253097,Action,248907
76561198047237949,Strategy,248785
76561197986594271,Action,248712
76561198044169764,Indie,248696
76561198035591272,Simulation,248600
nakkas22,Action,248564
azza213,Action,248528
guwopguccimane,Early Access,248481
291129112911291129112911,Adventure,248439
SzechuanB,Action,248196
dekruz,Indie,248000
lordofgeckos,Action,247954
Unl33t,RPG,247920
PabloEso,Action,247907
Abion,RPG,247888
76561198010653835,Free to Play,247832
76561198049440934,Action,247780
131312,RPG,247780
idonothack,Action,247757
Symbolize,Simulation,247714
76561198055096033,RPG,247712
AiSenSlayer,Action,247666
x-code-x,RPG,247363
r3ap3r78,Action,247322
76561198013149300,Action,247314
Sloth--,Simulation,247176
MateoPhoenix,Action,247060
76561198043305211,Action,247037
76561198021622091,Strategy,246693
76561198083619343,Action,246691
76561198069839491,Strategy,246472
DeEggMeister,Action,246410
76561198033698382,Action,246352
SirParadiseLost,RPG,246279
76561198036460233,RPG,246253
76561197960324641,Strategy,246172
Kyvex,Action,246121
dascorpi0n,Indie,246040
bennytrev,Simulation,245479
Shemhamphorasch,Indie,245400
PippleKipple,Simulation,245355
pixelism,Massively Multiplayer,245157
DoctorSpaceman,Free to Play,245116
76561198042389215,Action,245086
76561198019019838,Simulation,244745
tarjla,Indie,244734
triggerbeast,Indie,244681
76561198044588815,Action,244625
Sekekai,Massively Multiplayer,244579
76561198044619788,Strategy,244526
76561198035591272,Indie,244481
cgoober2000,Action,244477
bantiacmd,Indie,244458
Burch2,Indie,244450
76561197995146150,Action,244435
ButteryTyrant,Action,244148
DerpyMineTurtle,Action,243963
DoctorSpaceman,Action,243926
76561198084123358,Massively Multiplayer,243791
76561198079627867,Action,243660
COOKIESCOOKIES123,Action,243589
bigmushroom,RPG,243512
asixCSGO,Simulation,243382
PalladsBalladOfSallad,Action,243315
76561198065322400,Adventure,243154
berkyjef,Adventure,243027
76561198035591272,Strategy,242961
quickkandy98,Action,242862
SaltySpittoon,Free to Play,242710
paigamer2012,Adventure,242657
CantTellMeNothin,Action,242386
DownSyndromeKid,Simulation,242265
76561198059653682,Simulation,242236
76561198048709944,Simulation,242116
76561198070403442,Action,242007
76561198061230129,RPG,241986
76561198084123358,RPG,241974
NightlyDawn,Action,241956
FvckkMyOppz,Indie,241812
iSkulz,Massively Multiplayer,241436
SitteNKitteNMitteN,Action,241416
76561198051686686,Action,241344
76561198061039259,Action,241205
TotallyCleverID,Action,241198
KuronishiX,Action,241021
guysthethermaldrillgetit,Action,241011
hashtaglmao,Simulation,240884
hellotherem8,Action,240872
bantiacmd,Simulation,240854
WrightTheWrong,Action,240804
reidsmoe,Action,240652
76561198021745490,Strategy,240566
76561198079896887,Simulation,240478
SweetSugar,Indie,240302
76561198023904825,Action,240069
76561197967445425,Action,239842
note551,Massively Multiplayer,239680
76561198069839491,Simulation,239603
NedSilver,Simulation,239439
Kootrasman,Action,239437
NanoPi,RPG,239341
76561198058230663,RPG,239111
Overwhelmer,Casual,238968
129874182,Simulation,238928
bigmushroom,Action,238696
mblades,Free to Play,238459
76561198044060397,Action,238447
pixelism,Free to Play,238442
5856565456564,Simulation,238311
76561197961718947,Strategy,238218
76561198013535175,Action,238205
76561197999075044,Action,238138
76561198052928427,Action,237888
SWYANO,Action,237859
76561198054914056,Action,237760
Cobain76,Action,237670
76561198022269929,Strategy,237575
76561198006894551,Free to Play,237329
76561198058539753,Adventure,237290
tomasives,RPG,237270
76561198072850352,Indie,237198
baroshi,Action,237165
76561198018736748,Action,236846
NedSilver,Strategy,236629
CHOZN1,RPG,236369
76561198044023118,Action,236268
76561198016750146,Indie,236157
DONTFUCKINGCLICKTHIS,Action,236036
76561198075582003,Action,235987
lambdaop,Indie,235827
berkyjef,RPG,235699
customisedforsure,Strategy,235648
76561198006084032,Simulation,235551
dekruz,Simulation,235342
76561198026468073,Indie,235259
76561198058230663,Action,235193
constantine1,Action,234962
Rhyzak,Action,234875
Zodrodo,Action,234862
76561198011212454,Strategy,234453
76561198006186415,RPG,234350
Wdsy,Action,234250
berkyjef,Simulation,234216
DONTFUCKINGCLICKTHIS,Adventure,234158
EclipseProduction,RPG,234135
