user_id,genres,release_year,playtime_forever
76561197961702279,Action,2009,381251
H-O-B-O,Simulation,2006,376859
H-O-B-O,Indie,2006,376859
e54385991,Action,2012,376267
thiefofrosesinlalaland,Action,2011,375904
thiefofrosesinlalaland,RPG,2011,374408
thiefofrosesinlalaland,Indie,2011,374408
thiefofrosesinlalaland,Adventure,2011,374408
Sp3ctre,Action,2012,372620
REBAS_AS_F-T,Action,2016,372298
thiefofrosesinlalaland,Massively Multiplayer,2011,369597
thiefofrosesinlalaland,Free to Play,2011,369597
76561198036460233,Casual,2015,367564
76561198036460233,Indie,2015,367564
76561198036460233,Free to Play,2015,367564
76561198027406146,Free to Play,2013,363147
76561198027406146,Massively Multiplayer,2013,363147
76561198027406146,RPG,2013,363147
KittensScythe,Indie,2006,359974
KittensScythe,Simulation,2006,359974
saltymotherfucker,Indie,2006,357478
jiumohoo,Action,2000,356217
tobscene,RPG,2015,354807
saltymotherfucker,Simulation,2006,354445
ndrss,Simulation,2006,354220
ndrss,Indie,2006,354220
augriD,Action,2004,350770
KingXRay,RPG,2014,350539
Rafske,Action,2004,348771
benjamingarrison,Casual,2015,348663
benjamingarrison,Indie,2015,348663
benjamingarrison,Free to Play,2015,348663
76561198069839491,Casual,2015,347134
76561198069839491,Free to Play,2015,347134
76561198069839491,Indie,2015,347134
76561198038513068,Strategy,2013,347114
76561198055326819,Indie,2006,344931
76561198055326819,Simulation,2006,344931
red-acted,Action,2012,344295
Liberityneverdies,Simulation,2006,344266
Liberityneverdies,Indie,2006,344266
stopgovtcorruption,Action,2009,342805
76561198069139035,Indie,2006,341141
76561198069139035,Simulation,2006,341141
76561198019112245,Action,2004,339850
REBAS_AS_F-T,Casual,2015,339427
KingXRay,Massively Multiplayer,2014,338572
76561198054840158,Free to Play,2014,337453
76561198054840158,Adventure,2014,337453
76561198054840158,RPG,2014,337453
76561198054840158,Casual,2014,337453
76561198054840158,Massively Multiplayer,2014,337453
idonothack,Strategy,2015,336832
idonothack,RPG,2015,336832
GremoryEagle,Simulation,2006,336763
GremoryEagle,Indie,2006,336763
triggernyar,RPG,2014,336391
idonothack,Adventure,2015,335095
76561197984830126,Action,2004,335029
idonothack,Simulation,2015,333482
crustyoldkiller,Action,2012,332493
sexysob,Indie,2006,331437
sexysob,Simulation,2006,331437
TKOZ,Action,2009,330460
76561197969956494,Action,2009,329639
76561198041627248,Free to Play,2011,328984
76561198041627248,RPG,2011,328984
76561198041627248,Massively Multiplayer,2011,328984
Onemaponly,Action,2009,327846
asixCSGO,Action,2012,327396
76561197960478966,Action,2012,325020
76561198069163682,Free to Play,2011,324481
76561198069163682,Action,2011,324481
76561198069163682,Massively Multiplayer,2011,324481
DarrenDingo,Indie,2006,324449
DarrenDingo,Simulation,2006,324449
dkzinhoo,Action,2012,323655
76561198123168383,Action,2013,320603
REBAS_AS_F-T,RPG,2016,318023
76561198058230663,Casual,2015,317253
76561198058230663,Indie,2015,317172
76561197978756659,Early Access,2013,316786
76561197978756659,Massively Multiplayer,2013,316786
76561197978756659,Indie,2013,316786
76561197978756659,Action,2013,316786
awpsum,Simulation,2006,315615
awpsum,Indie,2006,315615
shinomegami,Indie,2014,314581
76561197980184475,Action,2012,314232
756755557153145,Action,2010,312547
756755557153145,RPG,2010,312547
76561198018677971,Action,2010,312126
triggernyar,Massively Multiplayer,2014,311407
76561198018677971,RPG,2010,308850
76561198038513068,Simulation,2013,308612
mittensgalore,Action,2004,306207
76561198063378113,RPG,2014,304353
76561198078738103,Indie,2006,303466
76561198078738103,Simulation,2006,303466
76561198059622971,Simulation,2006,303106
76561198059622971,Indie,2006,303106
Sp3ctre,Action,2015,302331
ILDHAM123,Action,2009,301383
Icebrrg1245,RPG,2014,300552
DownSyndromeKid,Indie,2011,299539
76561197978756659,Adventure,2013,299191
76561197978756659,RPG,2013,299191
laerte261,Action,2013,299159
tobscene,Strategy,2015,299032
Icebrrg1245,Massively Multiplayer,2014,298864
qqmp,RPG,2014,298447
76561198072608814,Indie,2006,298073
76561198072608814,Simulation,2006,298073
wobblestar,Simulation,2006,297173
wobblestar,Indie,2006,297173
Sean630,Action,2012,296736
76561198063378113,Massively Multiplayer,2014,296470
DownSyndromeKid,Racing,2011,295361
laerte261,Strategy,2013,293490
bigHAZZApreb,Action,2012,293468
uzicide,Action,2012,293140
REBAS_AS_F-T,Indie,2014,292052
qqmp,Action,2014,291862
76561198030382508,Strategy,2010,290227
laerte261,Simulation,2013,290153
mutatedwombat,RPG,2014,286051
76561198020704738,Action,2012,285863
76561198020704738,Massively Multiplayer,2012,285863
76561198020704738,Free to Play,2012,285863
tobscene,Indie,2015,285616
P06O,Action,2013,285311
Bu113ts,Indie,2006,285100
Bu113ts,Simulation,2006,285100
tobscene,Adventure,2015,284844
PiozZ,Action,2012,284424
dbsgptjd966,Action,2009,284412
76561198032459795,Strategy,2012,282929
P06O,Free to Play,2013,282485
76561198058230663,Free to Play,2015,281550
76561198088865993,Simulation,2006,280205
76561198088865993,Indie,2006,280205
rinco69,Strategy,2015,280028
pandaaus,Action,2004,279801
Sambareno,Simulation,2006,279686
Sambareno,Indie,2006,279686
76561198046263983,Simulation,2006,279380
76561198046263983,Indie,2006,279380
qqmp,Adventure,2014,278762
76561198079986661,Simulation,2006,278189
76561198079986661,Indie,2006,278189
mutatedwombat,Massively Multiplayer,2014,277974
76561198032459795,Simulation,2012,277376
76561198032459795,RPG,2012,277376
dethonador,Free to Play,2013,277214
dethonador,Action,2013,277214
yAKKKa,Simulation,2006,276710
yAKKKa,Indie,2006,276710
mutatedwombat,Early Access,2014,276465
76561198064317610,Indie,2006,276415
76561198064317610,Simulation,2006,276415
rinco69,Free to Play,2015,275750
76561198050246852,Indie,2006,275455
76561198050246852,Simulation,2006,275455
tobscene,Simulation,2015,275302
Twat3021,Action,2012,275038
NewandImprovedDashie,Indie,2006,274342
tobscene,Casual,2015,274188
tobscene,Free to Play,2015,274188
eyb0ssman,Action,2012,273724
NewandImprovedDashie,Simulation,2006,272581
cywabcoylttdtabistsiaeyclalumb,Action,2009,270664
REBAS_AS_F-T,Action,2015,269582
FatChicken420,Indie,2006,268248
FatChicken420,Simulation,2006,268248
oakex,Indie,2006,267692
oakex,Simulation,2006,267692
1UK33Y,Action,2004,267572
Efreak,Indie,2011,267552
JustIcey,Indie,2006,266683
JustIcey,Simulation,2006,266683
76561198047515471,Simulation,2006,266307
76561198047515471,Indie,2006,266307
76561197992542501,Action,2012,265112
GAMESNIPERSTUDIOS,Simulation,2006,265009
GAMESNIPERSTUDIOS,Indie,2006,265009
Spludge,Free to Play,2015,263775
Sitchy,Indie,2015,263665
DodgM8,Action,2012,263462
litoki,Action,2012,262665
76561197992542501,RPG,2014,262476
Cow666,Action,2012,262125
76561197979489134,Action,2004,261949
Spludge,Indie,2015,261703
mblades,Action,2012,261329
qqmp,Free to Play,2014,260573
qqmp,Massively Multiplayer,2014,260573
Spludge,Casual,2015,260155
rinco69,RPG,2015,260028
TheLandOfTheCalTheSpy,Indie,2006,258505
TheLandOfTheCalTheSpy,Simulation,2006,258505
UnethicalPanda,Action,2011,257904
mittensgalore,Action,2009,257577
thequeenpanda,Indie,2006,257329
76561198063648921,Action,2004,256972
Sp3ctre,Adventure,2015,256779
qqmp,Casual,2014,256539
Overwhelmer,Free to Play,2015,256038
76561198046776854,Indie,2006,255986
76561198046776854,Simulation,2006,255986
thequeenpanda,Simulation,2006,255613
stopgovtcorruption,Action,2006,254482
Drxoid,Action,2012,253993
TheGamingHeadcrab,Indie,2006,253631
TheGamingHeadcrab,Simulation,2006,253631
DoctorSpaceman,RPG,2013,253567
76561197981425218,Action,2010,252766
stopgovtcorruption,Action,2012,252713
jetfire60,Indie,2006,251218
jetfire60,Simulation,2006,251218
Terminally-Chill,Action,2012,250996
76561197992542501,Massively Multiplayer,2014,250464
pharonmix,Indie,2006,250437
pharonmix,Simulation,2006,250437
daymm,Indie,2006,249364
daymm,Simulation,2006,249364
76561198070346631,Indie,2006,249340
76561198070346631,Simulation,2006,249340
Sitchy,Free to Play,2015,249212
Sitchy,Casual,2015,249212
guwopguccimane,Action,2013,248416
Efreak,Action,2011,248220
UnethicalPanda,Free to Play,2011,247834
UnethicalPanda,Massively Multiplayer,2011,247834
76561198002009906,Action,2004,247145
76561198022404680,RPG,2014,247004
guwopguccimane,Early Access,2013,246806
guwopguccimane,Massively Multiplayer,2013,246806
guwopguccimane,Indie,2013,246806
76561198054224756,Indie,2006,246567
76561198054224756,Simulation,2006,246567
benjamingarrison,RPG,2012,246453
benjamingarrison,Action,2012,246453
WrightTheWrong,Simulation,2006,245539
WrightTheWrong,Indie,2006,245539
HailAmeixing,Action,2013,245478
76561197967621845,Action,2010,245243
Efreak,RPG,2011,245083
jlulveior,Indie,2006,244491
jlulveior,Simulation,2006,244491
76561198044169764,Simulation,2006,244352
76561198044169764,Indie,2006,244352
76561197994136663,Indie,2015,244181
REBAS_AS_F-T,Adventure,2013,244159
76561198014969917,Action,2009,244063
death-hunter,Indie,2006,243840
death-hunter,Simulation,2006,243840
76561197994136663,RPG,2015,243643
asixCSGO,Simulation,2006,243382
asixCSGO,Indie,2006,243382
Sp3ctre,Indie,2015,243344
dascorpi0n,Simulation,2006,242588
dascorpi0n,Indie,2006,242588
Sloth--,Simulation,2006,242209
Sloth--,Indie,2006,242209
DoctorSpaceman,Free to Play,2013,242157
DoctorSpaceman,Casual,2013,242157
andrewjohn,Action,2000,242146
76561198050680344,Action,2013,241982
76561197976652491,Action,2010,241510
Efreak,Adventure,2011,241413
bantiacmd,Simulation,2006,240854
bantiacmd,Indie,2006,240854
Steamified,Indie,2015,240436
MRSALM0N,Action,2012,239934
Cow666,Action,2010,238973
Overwhelmer,Casual,2015,238968
Overwhelmer,Indie,2015,238968
76561198018025756,Action,2012,238932
76561198050680344,Free to Play,2013,238880
76561198050414588,Action,2012,238741
REBAS_AS_F-T,Simulation,2015,237709
76561198058230663,Casual,2016,237655
REBAS_AS_F-T,Action,2014,237565
AgentXiri,Free to Play,2013,236924
AgentXiri,Action,2013,236924
hashtaglmao,Indie,2006,236811
hashtaglmao,Simulation,2006,236811
76561198040055640,Simulation,2006,235726
76561198040055640,Indie,2006,235726
TURTLESYEA,Action,2004,235556
76561198035591272,Simulation,2015,234975
76561197994136663,Strategy,2015,234596
stopgovtcorruption,RPG,2006,234508
de_reyals,Action,2012,234222
mblades,Free to Play,2012,234062
64512328,Action,2013,233910
76561198030902576,RPG,2010,233131
TrippedSociety,Action,2010,233034
mblades,Massively Multiplayer,2012,232017
76561198035591272,Indie,2015,230856
CalvinHazard,Action,2012,230458
FvckkMyOppz,Indie,2006,230352
FvckkMyOppz,Simulation,2006,230352
76561197994136663,Casual,2015,230259
76561197994136663,Free to Play,2015,230259
76561198052180785,Indie,2006,230105
76561198052180785,Simulation,2006,230105
76561198050414588,Free to Play,2012,230074
76561198050414588,RPG,2012,229928
76561197994136663,Simulation,2015,229819
rixs,RPG,2012,229694
rixs,Action,2012,229694
129874182,Indie,2006,228227
129874182,Simulation,2006,228227
76561198050414588,Massively Multiplayer,2012,227987
shinomegami,Indie,2013,227176
76561197961718947,Strategy,2010,226992
Shemhamphorasch,Simulation,2006,226987
Shemhamphorasch,Indie,2006,226987
dekruz,Indie,2006,226772
dekruz,Simulation,2006,226772
76561198058230663,Indie,2016,226272
DodgM8,Free to Play,2012,226119
76561198026468073,Free to Play,2015,226105
DownSyndromeKid,Action,2011,225688
76561198016685643,Action,2009,225580
76561198036460233,RPG,2015,225272
76561198050414588,RPG,2014,224861
00True,Action,2012,224818
76561198026468073,Casual,2015,224139
76561198026468073,Indie,2015,224139
76561198069839491,Strategy,2015,223568
76561198069839491,Simulation,2015,223568
76561198069839491,Adventure,2015,223568
76561198069839491,RPG,2015,223568
Sekekai,Massively Multiplayer,2009,222547
Sekekai,Free to Play,2009,222547
Sekekai,RPG,2009,222547
thefourdigit,Action,2012,222387
truewarrior94,Action,2012,222070
76561198077805024,Action,2013,221838
76561197995418864,Indie,2006,221584
76561197995418864,Simulation,2006,221584
5856565456564,Simulation,2006,221446
5856565456564,Indie,2006,221446
76561198050414588,Adventure,2012,221261
76561198022404680,Massively Multiplayer,2014,220916
mayaismywife,Action,2012,220875
L4M1NAS,Action,2012,220574
technique1989,Action,2004,220400
REBAS_AS_F-T,RPG,2015,220155
76561197976652491,Action,2008,220038
asixCSGO,Action,2004,219934
Elite911,Indie,2006,219730
Elite911,Simulation,2006,219730
allansnackbar,Action,2013,219677
76561198035591272,Strategy,2013,219674
76561197994136663,Adventure,2015,219391
johnvu3,Simulation,2015,219151
johnvu3,Indie,2015,219151
johnvu3,Action,2015,219151
SirParadiseLost,RPG,2014,218847
lambdaop,Indie,2006,218214
lambdaop,Simulation,2006,218214
76561197990792016,Action,2012,217351
76561198126500843,Action,2013,216988
76561198004054009,Action,2013,216436
76561198050414588,Massively Multiplayer,2014,215432
HailAmeixing,Simulation,2013,215388
HailAmeixing,Strategy,2013,215388
76561198030902576,Free to Play,2010,215135
76561198030902576,Massively Multiplayer,2010,215135
76561198050868578,Indie,2006,214856
76561198050868578,Simulation,2006,214856
lizzygson,Action,2000,214451
Rebound780,Indie,2006,214435
Rebound780,Simulation,2006,214435
76561197992542501,Free to Play,2012,214320
tankedout,Action,2006,214202
tankedout,Strategy,2006,214202
76561198016750146,Simulation,2006,213249
76561198016750146,Indie,2006,213249
76561198006084032,Simulation,2015,213024
76561198006084032,Strategy,2015,213024
76561198006084032,Indie,2015,213024
SuNNZ,Action,2009,212710
Efreak,Massively Multiplayer,2011,212650
Efreak,Free to Play,2011,212650
SirParadiseLost,Massively Multiplayer,2014,212344
LeZoidberg,Action,2012,211947
76561198039700455,Action,2013,211915
76561198039700455,Free to Play,2013,211915
rixs,Adventure,2012,211608
rixs,Free to Play,2012,211608
rixs,Massively Multiplayer,2012,211608
shinomegami,Action,2009,210164
Cow666,Strategy,2010,209919
76561197990027470,Action,2012,209682
76561197981571612,Action,2004,209628
76561198058539753,Adventure,2011,209421
76561198058539753,Action,2011,209421
TehMev,Action,2004,209389
76561198054085200,Indie,2006,209387
76561198054085200,Simulation,2006,209387
shinomegami,Adventure,2015,209355
76561198079680944,Action,2013,209095
76561198079680944,Free to Play,2013,209095
76561198002170343,Action,2004,209032
weherphere,Action,2011,208357
weherphere,RPG,2011,208357
weherphere,Indie,2011,208357
weherphere,Adventure,2011,208357
76561198004054009,Free to Play,2013,208085
76561198073642113,Utilities,2014,207651
76561197992542501,Massively Multiplayer,2012,207520
76561197977246575,Indie,2006,206843
76561197977246575,Simulation,2006,206843
wouldyoukindly96,Simulation,2006,206809
wouldyoukindly96,Indie,2006,206809
76561198036460233,Strategy,2015,206403
76561198036460233,Adventure,2015,206403
76561198036460233,Simulation,2015,206403
76561198027093071,Action,2004,205987
DeliciousPuddin,Indie,2006,205755
DeliciousPuddin,Simulation,2006,205755
76561198058539753,Indie,2011,205211
76561198058539753,RPG,2011,205211
NanoPi,Action,2011,204114
x-code-x,RPG,2012,203359
131312,Action,2010,203305
76561197997316526,Action,2004,202951
SwinburnCyphenMisslemike,Indie,2006,202895
Asyamercilicious,Indie,2006,202538
Asyamercilicious,Simulation,2006,202538
76561198006494735,Strategy,2010,202401
BlackReaperHei,Action,2013,202073
76561198055330941,Action,2012,201996
elektro_haus,Indie,2006,201950
elektro_haus,Simulation,2006,201950
OdetteArt,RPG,2010,201817
OdetteArt,Action,2010,201817
bigodo,Action,2013,201165
SwinburnCyphenMisslemike,Simulation,2006,200974
guwopguccimane,RPG,2013,200926
guwopguccimane,Adventure,2013,200926
Sanctus94,Action,2013,200888
76561198079254609,Free to Play,2015,200883
SweetSugar,Indie,2006,200292
SweetSugar,Simulation,2006,200292
givemetheaids,Action,2004,199386
SmokaBluntos,RPG,2012,198937
76561198086282677,Action,2012,198922
Symbolize,Simulation,2006,198643
Symbolize,Indie,2006,198643
Kichia,Action,2012,198630
TheDeadlyBandit,Action,2013,198287
LapFucksTrax,Action,2012,198085
Steamified,Indie,2016,198048
76561198079254609,Indie,2015,197474
76561198079254609,Casual,2015,197474
76561198012742919,Action,2011,197286
76561198012742919,RPG,2011,197286
76561198012742919,Indie,2011,197286
SmokaBluntos,Action,2012,196977
76561198048597734,Strategy,2013,196411
64512328,Action,2012,195048
ProCSSPlayer10101,Indie,2006,194948
ProCSSPlayer10101,Simulation,2006,194948
what87,Action,2004,194911
76561198049851547,Action,2012,194746
mmunchies,Action,2012,194672
76561198048597734,Simulation,2013,194539
Master_Pelon,Action,2009,194396
x-code-x,Strategy,2012,194249
76561198064619260,Action,2013,193168
shinomegami,Simulation,2007,192778
76561197977246575,Action,2004,192525
DemondSlayerV,Action,2012,192248
x-code-x,Simulation,2012,192172
Sp3ctre,Free to Play,2015,191901
paigamer2012,Action,2013,191695
jimmaye24,Action,2012,191361
Clammed,Action,2012,191361
76561198044184931,Indie,2011,191233
76561198044184931,Free to Play,2011,191233
76561198044184931,Massively Multiplayer,2011,191233
76561198044184931,Adventure,2011,191233
76561198044184931,RPG,2011,191233
76561198044184931,Action,2011,191233
76561198044588815,Indie,2015,191167
131312,RPG,2010,191090
64512328,Strategy,2013,190768
donutmaster123,Action,2012,190209
shinomegami,Casual,2012,190076
xXAussieRockXx,Action,2012,189924
SuNNZ,Action,2008,189805
76561198044588815,Free to Play,2015,189383
76561198044588815,Casual,2015,189383
frompanem,Simulation,2006,189344
frompanem,Indie,2006,189344
76561198064619260,RPG,2013,189270
76561198064619260,Indie,2013,189270
76561198064619260,Massively Multiplayer,2013,189270
76561198064619260,Adventure,2013,189270
76561198064619260,Early Access,2013,189270
lucifer666678,Action,2009,188963
iamthetrashlord,Indie,2006,188867
iamthetrashlord,Simulation,2006,188867
BlackReaperHei,Massively Multiplayer,2013,188760
bigmushroom,Free to Play,2003,188531
bigmushroom,Action,2003,188531
bigmushroom,Strategy,2003,188531
bigmushroom,RPG,2003,188531
bigmushroom,Massively Multiplayer,2003,188531
Zapruda,Action,2012,188529
76561198123168383,Early Access,2013,188132
76561198123168383,Massively Multiplayer,2013,188132
76561198123168383,Indie,2013,188132
BlackReaperHei,RPG,2013,187363
76561198013535175,Action,2012,187287
76561198068194476,Indie,2006,187127
76561198068194476,Simulation,2006,187127
de_triggered,Indie,2006,187008
de_triggered,Simulation,2006,187008
Warrfoxx,Action,2012,186827
CHOZN1,Free to Play,2013,185882
CHOZN1,Massively Multiplayer,2013,185882
CHOZN1,RPG,2013,185882
76561198072155632,Action,2013,185849
76561197967445425,Action,2000,185647
Sp3ctre,Casual,2015,185182
76561198017618407,Action,2004,184979
64512328,Simulation,2013,184944
76561198083619343,Action,2010,184824
76561198031013164,Strategy,2010,184685
Drxoid,Massively Multiplayer,2013,184410
Drxoid,RPG,2013,184410
Drxoid,Indie,2013,184410
Drxoid,Early Access,2013,184410
Drxoid,Action,2013,184410
Drxoid,Adventure,2013,184410
76561197999613236,Indie,2006,183928
76561197999613236,Simulation,2006,183928
BlackReaperHei,Adventure,2013,183908
MartinZ,Strategy,2010,183889
jwatt1991,Adventure,2015,183820
jwatt1991,RPG,2015,183820
tomasives,Action,2011,183733
76561198061354183,Action,2003,183490
76561198061354183,Free to Play,2003,183490
76561198061354183,Strategy,2003,183490
76561198061354183,Massively Multiplayer,2003,183490
76561198061354183,RPG,2003,183490
76561198044588815,Simulation,2015,183434
76561198044588815,Adventure,2015,183434
76561198044588815,RPG,2015,183434
76561198044588815,Strategy,2015,183434
76561197977544920,Action,2013,183213
NickMagnus,Action,2012,183190
76561198019112245,Action,2014,182988
76561198019112245,Adventure,2014,182988
76561198019112245,Free to Play,2014,182988
76561198019112245,Sports,2014,182988
76561198019112245,Simulation,2014,182988
TheDeadlyBandit,Strategy,2013,182838
TheDeadlyBandit,Simulation,2013,182838
berkyjef,Indie,2016,182653
gottabesaints,Action,2012,182580
berkyjef,Adventure,2016,181211
berkyjef,RPG,2016,181211
GREENMAN41,Action,2013,181118
76561197993640717,Simulation,2013,180620
76561197993640717,Strategy,2013,180620
Fliqi,Action,2012,180469
bigodo,Free to Play,2013,180277
GhandiSikh,Simulation,2006,179917
jwatt1991,Simulation,2015,179232
jwatt1991,Strategy,2015,179232
26292919,Action,2004,179121
GREENMAN41,Free to Play,2013,179005
DeezNuttaroos,Simulation,2006,178945
DeezNuttaroos,Indie,2006,178945
76561197991853420,Simulation,2006,178869
76561197991853420,Indie,2006,178869
76561198055055523,Action,2012,178662
76561198103524411,Strategy,2010,178542
76561198057253097,RPG,2015,178271
bosslucek,Strategy,2014,178234
NedSilver,Simulation,2010,177876
tomasives,Adventure,2011,177786
76561198057253097,Adventure,2015,177570
76561198057253097,Action,2015,177570
awwyeahnah,Action,2004,177558
76561198060797110,Action,2012,177392
Cow666,Action,2011,177236
sythilian,Action,2012,177049
tomasives,Indie,2011,177043
76561198059487098,Indie,2006,176995
76561198059487098,Simulation,2006,176995
76561198002171489,Action,2004,176746
NanoPi,RPG,2011,176681
bosslucek,Free to Play,2014,176628
berkyjef,Simulation,2016,176460
stopgovtcorruption,Simulation,2010,176426
xXAussieRockXx,Action,2013,176332
bermudablue,Indie,2006,175994
NanoPi,Indie,2011,175925
triggerbeast,Action,2013,175913
triggerbeast,Adventure,2011,175853
triggerbeast,Action,2011,175853
grumpher,Simulation,2006,175779
grumpher,Indie,2006,175779
shinomegami,Adventure,2013,175777
mith_ele,Action,2009,175743
tomasives,RPG,2011,175542
NedSilver,Action,2010,175066
NedSilver,Strategy,2010,175066
ABSOLUTLY_NOTHING,Action,2013,175024
shinomegami,Casual,2014,174836
stopgovtcorruption,Strategy,2006,174825
76561198079887518,Action,2013,174678
johnvu3,Simulation,2016,174626
triggerbeast,RPG,2011,174164
triggerbeast,Indie,2011,174164
REBAS_AS_F-T,Simulation,2016,174123
killer81KappaKappa,Action,2012,174090
Brucearu,Simulation,2006,174046
Brucearu,Indie,2006,174046
bermudablue,Simulation,2006,173994
Unl33t,Action,2012,173572
FrostyBlizzard,Simulation,2006,173508
FrostyBlizzard,Indie,2006,173508
76561198055524901,Strategy,2013,173376
76561198079405465,Action,2012,173373
76561198077805024,Strategy,2013,173044
76561198077805024,Simulation,2013,173044
Sanctus94,Strategy,2013,172817
Sanctus94,Simulation,2013,172817
76561198028458466,RPG,2015,172672
76561198086575203,Action,2013,172370
76561198086575203,Free to Play,2013,172370
76561198072850352,Simulation,2006,172134
76561198072850352,Indie,2006,172134
76561198055096033,Action,2013,171798
76561197966979423,Strategy,2010,171786
76561197965943381,Strategy,2012,171586
76561198033713264,Action,2010,171284
76561198081666970,Action,2012,171181
76561198032091115,Free to Play,2015,171058
BlackReaperHei,Free to Play,2013,170394
76561198004901938,Simulation,2006,170359
76561198004901938,Indie,2006,170359
Jantoz,Action,2012,170319
triggerbeast,Free to Play,2013,170319
DKA013,Action,2013,170185
76561198060469849,Indie,2006,169645
76561198060469849,Simulation,2006,169645
76561197996767783,Indie,2006,169515
76561197996767783,Simulation,2006,169515
76561198061230129,Adventure,2015,169337
76561198061230129,Casual,2015,169337
76561198061230129,Free to Play,2015,169337
76561198061230129,RPG,2015,169337
76561198018677971,Strategy,2010,169112
Anti_Sphere,RPG,2014,169042
Anti_Sphere,Casual,2014,169042
Anti_Sphere,Adventure,2014,169042
SmokaBluntos,Free to Play,2012,169016
SmokaBluntos,Massively Multiplayer,2012,169016
GhandiSikh,Indie,2006,168963
DopeOxide,Action,2013,168912
76561197977544920,Free to Play,2013,168507
76561198079254609,Adventure,2015,168468
nnotzsb,Action,2009,168336
ScottyG555,Design &amp; Illustration,2015,168314
ScottyG555,Animation &amp; Modeling,2015,168314
ScottyG555,Video Production,2015,168314
andrewjohn,Action,2012,168280
76561198054181145,RPG,2012,168246
76561198054181145,Action,2012,168246
rinco69,Strategy,2012,168070
Steamified,Adventure,2015,167804
76561198057784033,Strategy,2012,167604
3021Daniel,Action,2012,167420
76561198038513068,Strategy,2010,167385
Anti_Sphere,Massively Multiplayer,2014,167277
Anti_Sphere,Free to Play,2014,167277
Jellofacey,Action,2012,167119
76561198045475428,Free to Play,2015,167104
pixelism,Action,2012,167038
76561198079887518,Strategy,2013,166504
76561198079887518,Simulation,2013,166504
Terminally-Chill,Indie,2012,166457
76561198061230129,Simulation,2015,166429
76561198061230129,Strategy,2015,166429
76561198061230129,Indie,2015,166429
Adnurak,Action,2012,166141
76561198057253097,Free to Play,2015,165761
76561198057253097,Massively Multiplayer,2015,165761
DrQuaz,Strategy,2010,165515
76561198044511328,Action,2004,165374
laygittlefiggernaggot,Simulation,2006,165293
laygittlefiggernaggot,Indie,2006,165293
76561197960324641,Strategy,2005,165271
76561198029090446,Action,2012,165050
REBAS_AS_F-T,Action,2013,165013
76561198079254609,Simulation,2015,165009
red-acted,Action,2004,164575
76561198013149300,Action,2012,164520
DKA013,Free to Play,2013,164335
someonelewd,Action,2012,164287
Lickidactyl,Action,2012,164097
shinomegami,Indie,2015,164087
76561198123168383,Adventure,2013,164047
76561198123168383,RPG,2013,164047
76561198045475428,Indie,2015,164028
76561198045475428,Casual,2015,164028
76561198006894551,Action,2013,163944
986754,Simulation,2006,163760
986754,Indie,2006,163760
76561198086282677,Action,2013,163619
