,item_id,year_posted,recommend,review_sent
105,1840,2015,1,1
106,440,2013,1,2
107,440,2015,1,2
108,233250,2014,1,1
109,449140,2016,1,1
110,368730,2016,1,1
111,246280,2016,1,1
112,427270,2016,1,2
113,397100,2016,1,1
114,248570,2015,1,1
115,298630,2015,1,1
116,244210,2014,1,2
117,440,2015,1,1
118,376920,2015,1,2
119,257750,2015,1,2
120,221910,2014,1,1
121,2280,2013,1,0
122,417860,2015,0,1
123,218620,2014,1,2
124,218620,2014,1,2
125,222880,2014,1,1
126,377160,2015,1,2
127,211820,2013,1,2
128,252490,2015,1,0
129,440,2014,1,2
130,242920,2016,1,2
131,251990,2014,1,2
132,344760,2015,0,0
133,252950,2015,1,1
134,236430,2016,1,2
135,399730,2015,1,2
136,550,2016,1,1
137,377160,2015,1,2
138,219150,2013,1,2
139,277430,2014,1,2
140,239820,2014,1,2
141,17410,2012,1,2
142,440,2015,1,2
143,270550,2015,1,2
144,274940,2015,1,2
145,333930,2015,1,0
146,440,2014,1,1
147,730,2014,1,1
148,294100,2016,1,0
149,212070,2014,1,0
150,264140,2014,1,1
151,332800,2014,1,1
152,319630,2015,1,2
153,6020,2015,1,0
154,55230,2015,1,2
155,32430,2014,1,2
156,377160,2016,0,2
157,440,2016,1,0
158,35450,2015,1,2
159,440,2014,1,2
160,236390,2015,1,2
161,351570,2015,1,2
162,212680,2015,1,0
163,391540,2015,1,2
164,550,2014,1,0
165,440,2014,1,1
166,570,2014,1,1
167,72850,2015,1,2
168,440,2015,1,2
169,113400,2014,1,2
170,440,2014,1,2
171,200510,2015,1,2
172,730,2015,1,2
173,383080,2015,1,2
174,200210,2016,1,2
175,1250,2014,1,1
176,304050,2016,1,2
177,265610,2015,1,2
178,264200,2014,1,1
179,417860,2015,1,2
180,333600,2015,1,2
181,213670,2014,1,2
182,91310,2013,1,2
183,437220,2016,0,0
184,210770,2013,1,2
185,351640,2015,1,2
186,202530,2016,0,2
187,105600,2012,1,2
188,440,2014,1,2
189,47870,2013,1,2
190,383080,2015,1,2
191,410,2012,1,2
192,730,2014,1,2
193,253710,2014,0,2
194,339280,2015,1,2
195,271290,2014,1,2
196,203290,2013,1,2
197,440,2015,1,2
198,233150,2014,1,1
199,550,2013,1,0
200,730,2015,1,2
201,211820,2013,1,2
202,440,2015,1,2
203,346330,2016,0,1
204,224260,2015,1,2
205,317360,2014,1,2
206,295550,2014,1,2
207,250180,2014,1,1
208,227940,2014,1,0
209,17520,2014,1,1
210,113420,2014,1,2
211,320760,2015,1,0
212,8850,2015,1,2
213,233720,2014,1,2
214,218620,2015,1,2
215,730,2015,1,2
216,219740,2015,1,2
217,220240,2014,1,2
218,440,2012,1,2
219,4000,2014,1,2
220,304930,2014,1,2
221,333950,2015,1,2
222,388520,2015,1,2
223,107410,2014,1,2
224,206210,2014,1,2
225,221100,2015,1,2
226,299740,2016,0,0
227,730,2015,1,2
228,440,2015,1,1
229,209870,2014,1,2
230,322170,2016,1,2
231,304050,2016,1,2
232,440,2015,1,2
233,730,2015,1,2
234,362890,2015,1,2
235,413850,2015,1,1
236,730,2015,1,2
237,346110,2016,1,2
238,570,2014,1,2
239,311560,2015,1,2
240,322170,2015,1,2
241,48240,2014,0,0
242,440,2015,1,2
243,248570,2014,1,0
244,264140,2014,1,2
245,4000,2014,1,2
246,266430,2015,1,2
247,316010,2015,1,2
248,249570,2014,1,2
249,730,2016,1,2
250,240,2014,1,1
251,304930,2015,1,1
252,440,2014,1,2
253,730,2016,1,1
254,333930,2016,1,0
255,365590,2016,1,2
256,264200,2015,1,2
257,440,2014,1,2
258,298050,2016,0,2
259,383080,2015,1,2
260,440,2016,1,2
261,301520,2014,1,2
262,243870,2014,1,2
263,218230,2014,0,0
264,291550,2016,0,0
265,251570,2015,1,2
266,221100,2015,1,2
267,316010,2015,1,2
268,218230,2015,1,0
269,333930,2015,1,2
270,222880,2015,1,2
271,730,2015,1,2
272,55230,2015,1,2
273,232090,2015,1,2
274,4000,2015,1,1
275,206420,2014,1,2
276,224260,2014,1,2
277,550,2013,1,2
278,346110,2015,1,2
279,380770,2015,0,0
280,454890,2016,1,0
281,227680,2013,0,2
282,570,2016,0,1
283,233250,2015,1,1
284,273350,2016,1,2
285,730,2015,1,0
286,440,2016,0,0
287,730,2015,1,2
288,570,2016,1,1
289,730,2015,1,2
290,370480,2015,1,2
291,313740,2015,1,2
292,1840,2014,1,2
293,440,2014,1,0
294,266210,2015,1,2
295,369200,2016,1,2
296,252490,2016,0,0
297,264200,2015,1,2
298,292030,2016,1,0
299,287700,2015,1,1
300,730,2016,0,1
301,310950,2016,1,1
302,377160,2015,1,1
303,221380,2015,1,1
304,333950,2015,1,1
305,222420,2015,0,1
306,271590,2015,1,1
307,298110,2015,1,1
308,222440,2015,1,1
309,259530,2016,1,1
310,219640,2016,0,1
311,269210,2016,0,1
312,317470,2014,0,2
313,47410,2014,1,2
314,730,2016,1,1
315,365450,2016,1,1
316,245620,2015,1,2
317,70,2015,1,2
318,359550,2016,0,0
319,274980,2014,1,2
320,202090,2014,1,2
321,339280,2015,1,2
322,314130,2015,0,0
323,570,2015,1,2
324,212680,2013,1,2
325,200210,2013,1,2
326,440,2011,1,2
327,440,2016,0,2
328,4000,2016,1,2
329,211820,2016,1,1
330,10180,2016,1,1
331,252490,2016,1,1
332,417860,2015,1,0
333,251970,2015,1,2
334,359550,2016,1,0
335,107410,2016,1,2
336,218230,2016,0,1
337,437701,2016,0,1
338,304930,2014,1,1
339,400,2015,1,2
340,620,2015,1,2
341,238460,2015,1,2
342,6060,2015,1,2
343,440,2014,1,2
344,730,2015,1,2
345,265610,2014,1,2
346,31280,2013,1,2
347,4000,2013,1,2
348,240,2013,1,2
349,440,2016,1,2
350,252490,2015,1,1
351,8930,2013,1,2
352,304930,2014,1,2
353,237310,2015,1,0
354,224260,2014,1,2
355,230410,2015,1,2
356,440,2014,1,2
357,440,2014,1,2
358,219640,2016,0,0
359,570,2014,1,2
360,8930,2014,1,2
361,105600,2015,1,2
362,221100,2015,1,2
363,107410,2015,1,2
364,231430,2014,1,2
365,218620,2014,1,2
366,225540,2016,1,2
367,570,2015,1,2
368,333930,2015,0,2
369,230410,2015,0,2
370,271590,2015,1,2
371,218620,2014,1,0
372,219740,2013,1,0
373,7940,2013,1,2
374,234190,2014,1,2
375,10180,2013,1,2
376,33900,2013,1,2
377,261030,2015,1,2
378,243470,2014,1,0
379,302830,2015,0,0
380,570,2014,0,0
381,218620,2016,0,1
382,4700,2016,1,0
383,212680,2013,1,0
384,304930,2015,0,0
385,730,2016,0,0
386,304050,2015,1,2
387,203750,2014,1,2
388,227940,2015,0,2
389,355180,2015,0,0
390,730,2016,1,0
391,4000,2015,1,1
392,236390,2014,1,2
393,221100,2016,0,0
394,365590,2016,0,1
395,299740,2016,1,2
396,346110,2016,0,2
397,275850,2016,0,2
398,400800,2016,0,0
399,252490,2016,0,2
400,437220,2016,0,2
401,730,2014,1,2
402,440,2016,1,1
403,301520,2016,0,0
404,433340,2016,1,2
405,440,2014,1,1
406,4000,2015,1,2
407,302830,2015,0,1
408,220200,2014,1,2
409,242760,2014,1,0
410,352460,2015,1,2
411,322920,2015,1,2
412,234792,2015,1,1
413,252490,2014,1,2
414,304050,2015,0,0
415,297130,2016,1,2
416,397570,2016,1,0
417,550,2014,1,2
418,206420,2014,1,2
419,278360,2016,0,2
420,10180,2013,1,2
421,242760,2016,1,2
422,304930,2014,1,2
423,441790,2016,1,2
424,265750,2015,1,2
425,252490,2014,1,2
426,4000,2013,1,2
427,211820,2013,1,2
428,105600,2013,1,2
429,251570,2016,1,2
430,730,2014,1,2
431,233110,2016,0,0
432,322910,2016,0,2
433,276340,2014,1,2
434,227940,2016,1,2
435,304930,2015,1,2
436,730,2016,1,1
437,448530,2016,1,2
438,304410,2016,1,2
439,620,2016,1,2
440,274920,2014,1,0
441,211820,2013,1,2
442,219890,2016,1,2
443,49520,2013,1,2
444,223510,2013,1,2
445,440,2012,1,2
446,252950,2016,1,2
447,240,2014,1,2
448,105600,2014,1,2
449,204300,2013,1,2
450,730,2014,1,0
451,440,2015,0,0
452,570,2014,1,0
453,268750,2015,1,2
454,570,2015,1,2
455,570,2015,1,1
456,271590,2015,1,2
457,360870,2015,1,2
458,730,2015,1,2
459,230410,2016,1,2
460,12900,2013,1,2
461,301520,2014,1,2
462,6060,2014,1,2
463,730,2014,1,2
464,107410,2014,1,2
465,304930,2014,1,2
466,335670,2015,1,1
467,215080,2015,1,2
468,570,2014,1,0
469,271590,2015,1,2
470,730,2015,1,2
471,244160,2016,1,2
472,270880,2016,1,2
473,8190,2015,1,2
474,247730,2015,0,0
475,233630,2014,1,2
476,303390,2016,0,2
477,221100,2014,1,2
478,208812,2014,0,2
479,218620,2015,0,2
480,243120,2013,1,2
481,234140,2015,1,2
482,204450,2014,1,2
483,225260,2014,1,2
484,50300,2013,1,2
485,201810,2014,1,2
486,212630,2016,0,0
487,427820,2016,0,0
488,500,2014,1,2
489,440,2014,1,2
490,49520,2014,1,2
491,550,2013,1,2
492,206420,2015,1,2
493,213670,2014,1,2
494,550,2015,1,2
495,231040,2014,1,2
496,221100,2014,1,0
497,376300,2016,0,2
498,351040,2015,1,1
499,250600,2014,1,1
500,227940,2016,1,2
501,437220,2016,1,2
502,221100,2015,1,2
503,301520,2016,0,2
504,264710,2015,1,2
505,218620,2014,1,2
506,206420,2015,1,1
507,47790,2014,1,2
508,570,2015,1,2
509,236110,2016,1,0
510,346110,2015,1,0
511,232790,2016,1,2
512,440,2012,1,2
513,70,2011,1,0
514,420,2011,1,1
515,380,2011,1,2
516,220,2011,1,1
517,1250,2010,1,2
518,339230,2015,0,0
519,349700,2015,1,2
520,226700,2013,1,2
521,209160,2013,1,2
522,219990,2013,1,2
523,213670,2014,1,2
524,21100,2013,0,0
525,8190,2013,1,2
526,215470,2013,0,0
527,730,2014,1,2
528,1250,2014,1,1
529,4000,2014,1,2
530,401650,2015,1,0
531,35450,2012,1,2
532,230410,2015,1,2
533,304930,2014,0,0
534,290020,2014,1,2
535,248860,2014,1,0
536,211820,2016,1,2
537,226700,2014,0,0
538,244850,2015,1,2
539,298260,2015,1,2
540,370240,2015,0,0
541,730,2015,1,2
542,233450,2014,1,1
543,214420,2016,1,2
544,365670,2016,1,2
545,440,2016,1,2
546,4000,2016,1,2
547,221260,2013,1,2
548,369070,2016,0,0
549,91310,2016,0,0
550,218620,2015,1,2
551,419070,2015,1,1
552,333930,2015,0,0
553,287700,2015,1,1
554,302830,2015,0,2
555,24240,2014,1,2
556,39800,2015,1,1
557,250600,2014,1,0
558,105600,2015,1,0
559,113020,2014,1,2
560,440,2014,1,2
561,221100,2016,1,2
562,238960,2014,1,1
563,310370,2015,1,2
564,260410,2014,1,1
565,236390,2014,1,0
566,221100,2015,0,2
567,383870,2016,1,2
568,248820,2015,1,1
569,730,2014,1,2
570,550,2014,1,2
571,204030,2014,1,2
572,440,2013,1,2
573,383080,2015,1,2
574,304930,2014,1,2
575,242760,2015,1,1
576,207230,2015,1,2
577,9180,2013,0,0
578,730,2015,1,0
579,10150,2014,1,1
580,4000,2016,1,1
581,214950,2015,1,2
582,218620,2014,1,2
583,292030,2016,1,2
584,261640,2016,1,2
585,220240,2014,1,2
586,271290,2015,0,0
587,313740,2014,1,2
588,34330,2012,1,0
589,271590,2015,1,2
590,570,2016,1,2
591,291550,2015,1,2
592,259080,2013,1,2
593,233250,2014,1,2
594,256350,2014,1,2
595,249380,2015,1,2
596,275850,2016,0,2
597,337320,2016,1,0
598,391540,2015,1,1
599,265930,2015,1,1
600,620,2015,1,2
601,730,2015,1,1
602,10090,2014,1,2
603,251570,2016,1,0
604,218680,2014,1,2
605,252490,2016,0,2
606,251060,2016,0,0
607,252490,2016,0,0
608,22370,2015,1,2
609,307690,2015,1,2
610,72850,2015,1,0
611,1250,2015,1,0
612,440,2014,1,1
613,440,2014,1,2
614,570,2013,1,1
615,248610,2015,1,0
616,208090,2014,1,2
617,250340,2014,1,2
618,244850,2014,1,2
619,221640,2015,1,2
620,104900,2015,1,2
621,105600,2015,1,2
622,9450,2015,0,2
623,262410,2014,1,2
624,222940,2015,1,2
625,221040,2014,1,2
626,221100,2014,1,1
627,286570,2015,1,2
628,263440,2014,0,1
629,4000,2014,1,2
630,223710,2014,1,1
631,317360,2014,1,1
632,108600,2014,1,2
633,259080,2013,1,2
634,208520,2013,1,2
635,239660,2015,1,2
636,304930,2015,1,2
637,730,2016,1,2
638,495890,2016,1,1
639,472680,2016,1,2
640,4000,2014,1,2
641,295270,2014,1,2
642,265930,2015,1,2
643,283920,2015,1,0
644,440,2015,1,2
645,294650,2015,1,2
646,432020,2016,0,2
647,233720,2014,1,2
648,319630,2016,1,2
649,12120,2015,1,1
650,241930,2016,1,2
651,428690,2016,1,2
652,55230,2015,1,2
653,243470,2016,0,0
654,227860,2015,0,2
655,218620,2015,1,2
656,208090,2014,1,0
657,730,2016,1,2
658,228280,2015,1,2
659,240760,2014,1,2
660,226700,2015,1,2
661,250900,2015,1,2
662,35450,2015,1,0
663,9900,2016,1,2
664,212680,2014,1,2
665,346110,2015,0,0
666,236370,2016,1,2
667,381210,2016,1,0
668,265930,2016,0,0
669,218620,2016,1,2
670,205100,2013,1,2
671,570,2014,1,1
672,271290,2014,1,2
673,570,2014,1,1
674,346010,2015,1,2
675,239250,2015,1,0
676,313120,2015,1,2
677,211820,2015,1,2
678,218620,2014,1,0
679,12210,2014,1,2
680,220240,2014,1,0
681,17300,2014,1,2
682,206440,2013,1,2
683,209100,2012,0,0
684,209000,2013,1,2
685,218060,2013,1,2
686,24240,2012,1,1
687,440,2015,1,2
688,224540,2016,0,0
689,242860,2016,0,0
690,47410,2016,1,2
691,34330,2016,0,0
692,730,2015,1,2
693,220200,2015,1,2
694,113020,2015,1,1
695,105600,2015,1,1
696,9480,2015,1,2
697,359870,2016,1,2
698,22230,2015,1,0
699,203770,2013,1,2
700,550,2013,1,2
701,259080,2013,1,2
702,72850,2013,1,2
703,8870,2014,1,2
704,230410,2014,1,1
705,200260,2014,1,1
706,19900,2013,1,2
707,241540,2013,1,1
708,220,2013,1,1
709,227940,2014,0,0
710,236390,2014,0,2
711,17390,2014,1,2
712,359320,2015,1,1
713,317360,2015,1,2
714,253030,2015,1,2
715,295110,2015,1,2
716,264710,2015,1,2
717,274310,2014,1,0
718,4000,2014,1,2
719,252470,2016,1,0
720,730,2015,1,2
721,344770,2015,1,2
722,22380,2014,1,0
723,440,2016,1,2
724,9900,2015,1,2
725,107410,2014,0,1
726,221640,2014,1,2
727,202170,2014,1,2
728,49520,2014,1,0
729,245490,2014,1,2
730,313120,2015,1,2
731,113020,2014,0,1
732,319510,2015,0,0
733,20,2014,0,0
734,209080,2014,0,0
735,223470,2014,0,2
736,417860,2015,1,1
737,269250,2015,1,2
738,313740,2014,0,2
739,8190,2014,1,0
740,377160,2015,1,1
741,730,2015,1,1
742,244850,2014,1,2
743,212500,2015,1,1
744,570,2015,0,2
745,104900,2015,1,1
746,12160,2016,1,2
747,219990,2015,1,2
748,293260,2015,1,2
749,219640,2016,1,2
750,214420,2015,0,2
751,105600,2015,1,1
752,440,2013,1,1
753,200210,2013,1,1
754,218130,2013,1,2
755,252490,2014,0,0
756,270210,2016,1,2
757,386070,2016,1,2
758,8930,2016,1,2
759,330830,2016,1,2
760,218230,2014,1,2
761,104900,2014,1,2
762,440,2014,1,2
763,240,2011,1,2
764,8980,2012,1,2
765,31270,2012,1,2
766,113200,2012,1,2
767,8190,2012,1,2
768,43000,2012,1,2
769,18700,2011,0,0
770,98800,2011,1,0
771,107100,2011,1,2
772,630,2010,1,2
773,57300,2010,1,0
774,213670,2014,1,0
775,218620,2014,1,0
776,226620,2013,1,1
777,391540,2016,1,2
778,570,2014,1,1
779,730,2014,1,0
780,105600,2014,1,2
781,209870,2015,1,2
782,265630,2014,1,1
783,401920,2015,1,2
784,33230,2016,1,2
785,239200,2016,1,2
786,440,2015,1,0
787,346900,2015,1,0
788,363970,2016,1,2
789,65790,2016,1,2
790,72850,2016,1,2
791,57300,2016,1,2
792,230410,2016,1,2
793,630,2015,1,2
794,70,2014,1,2
795,8500,2014,0,0
796,244850,2014,1,2
797,221100,2014,1,1
798,99900,2015,1,2
799,250900,2015,1,0
800,211820,2013,1,2
801,380600,2015,1,2
802,22380,2015,1,2
803,252490,2014,1,0
804,2450,2014,0,1
805,241540,2014,1,2
806,220200,2016,1,2
807,47780,2016,1,2
808,377160,2016,1,1
809,4000,2016,1,2
810,107410,2015,1,2
811,230190,2015,1,1
812,435881,2016,1,2
813,490650,2016,1,1
814,391270,2015,1,2
815,301520,2015,1,1
816,227680,2015,0,2
817,246420,2015,1,2
818,289130,2015,1,2
819,234630,2015,1,2
820,253030,2016,1,2
821,249050,2015,1,2
822,418340,2015,1,2
823,223850,2015,1,2
824,263020,2015,1,0
825,287980,2015,1,2
826,245550,2014,1,2
827,570,2015,1,1
828,304050,2016,0,0
829,417860,2015,1,1
830,96100,2015,0,0
831,4000,2014,1,2
832,570,2014,1,2
833,440,2014,1,2
834,230410,2016,1,2
835,80,2015,1,1
836,56400,2014,1,2
837,257850,2016,1,0
838,72850,2015,1,0
839,105600,2015,1,1
840,219150,2015,1,2
841,204450,2016,1,1
842,239140,2016,1,2
843,322500,2016,0,2
844,218620,2015,1,2
845,440,2015,1,2
846,385770,2015,1,2
847,252630,2014,1,2
848,212200,2014,1,2
849,218680,2014,1,2
850,230410,2015,1,2
851,4000,2015,1,2
852,346900,2015,1,2
853,440,2012,1,2
854,387860,2015,1,2
855,221640,2015,1,0
856,387990,2016,1,1
857,310560,2016,0,0
858,630,2016,1,2
859,223470,2016,1,2
860,253430,2016,1,2
861,620,2016,1,2
862,4000,2016,1,2
863,440,2016,1,2
864,730,2016,1,2
865,218620,2014,1,0
866,203160,2014,1,2
867,230410,2014,1,2
868,219640,2014,1,2
869,213850,2014,1,1
870,72850,2014,1,1
871,730,2014,1,1
872,105600,2015,1,2
873,550,2014,1,1
874,369580,2015,1,2
875,282440,2015,0,0
876,1250,2014,1,1
877,440,2014,1,1
878,8400,2014,1,1
879,271590,2015,0,2
880,225640,2015,1,2
881,113420,2014,1,2
882,226700,2014,0,0
883,377160,2015,1,2
884,421770,2015,0,0
885,239220,2015,1,1
886,224600,2014,1,2
887,236690,2016,1,0
888,440,2014,1,2
889,17100,2016,1,2
890,243870,2014,1,2
891,223750,2016,1,2
892,65980,2016,1,2
893,236390,2016,1,0
894,400250,2016,1,2
895,296240,2016,1,2
896,320,2013,1,2
897,8500,2013,1,2
898,289130,2014,1,2
899,202970,2014,1,2
900,20920,2014,1,2
901,265930,2014,1,2
902,346110,2015,1,2
903,304930,2015,1,0
904,236390,2015,1,2
905,270370,2016,1,0
906,268650,2015,1,1
907,224540,2015,1,0
908,219640,2015,1,0
909,233450,2015,1,2
910,440,2015,1,2
911,4000,2015,1,2
912,236390,2015,1,1
913,391540,2016,1,2
914,215530,2013,1,1
915,379720,2016,1,1
916,226860,2016,1,2
917,251570,2014,1,0
918,55230,2014,1,2
919,259700,2013,1,2
920,261640,2014,1,2
921,730,2014,1,1
922,440,2015,1,2
923,221100,2014,1,2
924,287700,2015,0,0
925,359550,2015,0,0
926,22380,2015,1,2
927,570,2014,1,2
928,4000,2014,1,1
929,304050,2016,1,1
930,570,2014,1,0
931,310380,2014,1,2
932,4000,2016,1,2
933,4000,2015,1,2
934,233270,2016,1,0
935,230410,2015,1,2
936,383980,2015,1,1
937,304050,2015,1,2
938,212680,2014,1,2
939,391460,2015,0,2
940,346010,2015,1,1
941,107410,2013,1,2
942,200210,2015,1,0
943,304930,2016,0,0
944,226700,2014,1,2
945,113020,2014,1,2
946,219740,2014,1,2
947,221100,2014,1,2
948,393010,2015,1,2
949,208090,2014,1,2
950,440,2013,1,2
951,440,2016,1,1
952,440,2014,1,1
953,730,2016,1,2
954,247730,2016,0,1
955,218230,2014,1,2
956,205890,2016,1,2
957,570,2015,1,0
958,8400,2014,1,1
959,434260,2016,1,2
960,359290,2015,0,0
961,10500,2013,1,2
962,730,2016,1,1
963,265630,2014,1,1
964,440,2014,1,0
965,218620,2014,1,0
966,220240,2013,1,2
967,34900,2016,1,1
968,113200,2014,1,2
969,239160,2014,1,1
970,220240,2014,1,2
971,440,2013,1,2
972,630,2013,1,2
973,218620,2014,0,1
974,208090,2014,0,2
975,230410,2014,1,1
976,322330,2014,1,1
977,241930,2016,1,0
978,1250,2014,1,2
979,200210,2014,1,1
980,238460,2014,1,2
981,730,2013,1,2
982,105600,2013,1,2
983,440,2013,1,2
984,72850,2016,1,2
985,730,2016,1,2
986,236390,2016,1,1
987,290300,2016,1,2
988,295110,2015,1,2
989,301520,2015,1,2
990,346560,2015,1,2
991,328220,2015,1,2
992,256410,2013,1,2
993,730,2015,1,0
994,252490,2014,1,2
995,203160,2013,1,2
996,39120,2013,1,2
997,218620,2016,1,2
998,239070,2014,1,0
999,91310,2011,1,2
1000,730,2014,1,2
1001,265770,2014,0,2
1002,105600,2013,1,2
1003,10,2015,1,2
1004,730,2014,1,2
1005,242760,2016,1,1
1006,239140,2016,1,0
1007,72850,2016,1,1
1008,263280,2016,1,2
1009,252490,2016,1,2
1010,386360,2016,1,2
1011,310380,2015,1,0
1012,304930,2014,1,2
1013,363970,2016,1,2
1014,570,2014,0,0
1015,295110,2015,1,0
1016,252490,2016,0,2
1017,319630,2015,1,0
1018,220,2012,1,2
1019,4000,2015,1,2
1020,48700,2012,1,0
1021,255710,2015,1,2
1022,364360,2016,1,0
1023,730,2016,0,0
1024,236390,2016,1,0
1025,4000,2015,1,2
1026,550,2016,0,2
1027,271590,2016,0,2
1028,219640,2016,1,2
1029,304930,2015,1,2
1030,247730,2015,0,2
1031,265630,2016,1,1
1032,263280,2014,1,2
1033,730,2014,1,2
1034,369200,2015,0,0
1035,288470,2015,1,1
1036,298110,2016,0,0
1037,730,2016,1,2
1038,282140,2016,1,0
1039,323370,2016,1,2
1040,209870,2015,1,2
1041,216250,2015,1,0
1042,50300,2015,1,2
1043,381210,2016,0,2
1044,333930,2015,1,0
1045,10680,2015,1,2
1046,238320,2015,1,2
1047,236390,2016,1,2
1048,34330,2016,1,2
1049,440,2015,1,2
1050,300570,2015,1,2
1051,201420,2013,1,2
1052,220240,2012,1,1
1053,211420,2012,1,0
1054,238260,2013,1,1
1055,206210,2015,1,0
1056,570,2014,1,2
1057,440,2014,1,2
1058,6060,2014,1,0
1059,440,2015,1,1
1060,4000,2014,1,1
1061,364360,2016,1,0
1062,238430,2016,0,0
1063,248820,2015,1,2
1064,221100,2014,1,2
1065,202970,2014,1,2
1066,4000,2014,1,2
1067,570,2013,1,2
1068,344760,2015,1,2
1069,251570,2014,1,2
1070,290080,2014,0,2
1071,313120,2015,1,2
1072,374320,2016,1,2
1073,222880,2014,1,2
1074,252950,2015,1,2
1075,318420,2016,1,2
1076,225540,2016,1,2
1077,4000,2015,1,2
1078,440,2014,1,2
1079,237930,2015,1,0
1080,570,2013,1,0
1081,339610,2015,0,2
1082,293780,2014,1,2
1083,20530,2014,1,2
1084,208090,2014,1,2
1085,57300,2014,1,0
1086,39150,2013,1,2
1087,70,2013,1,2
1088,13210,2012,1,2
1089,22120,2012,1,2
1090,449710,2016,1,2
1091,204100,2014,1,0
1092,319740,2015,0,2
1093,244050,2015,0,0
1094,270370,2015,1,2
1095,33930,2012,1,1
1096,352460,2015,1,2
1097,251570,2013,1,2
1098,271590,2015,1,2
1099,24860,2015,1,2
1100,333950,2015,1,2
1101,72850,2015,1,2
1102,333930,2015,1,2
1103,346010,2015,1,2
1104,730,2014,1,2
1105,49520,2014,1,0
1106,242720,2014,0,2
1107,238460,2015,1,2
1108,251630,2014,1,2
1109,220240,2014,1,0
1110,4000,2014,1,1
1111,346110,2015,1,2
1112,346110,2015,1,2
1113,4000,2014,1,0
1114,335300,2016,1,2
1115,218620,2015,1,1
1116,550,2012,1,1
1117,218620,2014,1,2
1118,55140,2013,1,2
1119,218620,2016,1,1
1120,730,2015,1,1
1121,318430,2015,1,2
1122,570,2014,1,1
1123,440,2014,1,0
1124,252490,2016,1,0
1125,230410,2014,1,2
1126,218620,2014,1,2
1127,323470,2015,1,0
1128,271290,2014,1,2
1129,630,2014,1,2
1130,10680,2012,1,2
1131,334230,2015,1,0
1132,48700,2014,1,0
1133,8930,2016,1,1
1134,474750,2016,1,2
1135,224260,2014,1,0
1136,570,2016,1,2
1137,252490,2016,0,0
1138,730,2015,0,0
1139,243470,2014,0,0
1140,225260,2013,1,2
1141,45730,2014,0,2
1142,99400,2014,0,0
1143,96100,2014,1,2
1144,1250,2013,1,2
1145,213650,2013,1,0
1146,429720,2016,1,2
1147,340050,2015,1,0
1148,234190,2014,1,2
1149,261880,2014,1,2
1150,230840,2014,1,2
1151,263760,2014,1,2
1152,233190,2014,1,2
1153,211420,2016,0,0
1154,220780,2014,1,2
1155,730,2015,1,1
1156,304930,2016,1,1
1157,440,2014,1,1
1158,237740,2014,1,2
1159,6830,2016,1,2
1160,48700,2015,1,2
1161,383080,2015,1,2
1162,363970,2015,1,1
1163,730,2014,1,2
1164,440,2013,1,2
1165,212180,2013,1,2
1166,72850,2012,1,2
