user_id,genres,playtime_forever
JambiGaming,Action,144337
Flamesoul22,Action,144253
GearShift,Action,143952
76561198042146054,Action,143946
totally-awesome-sam-i-am,Action,143925
blinkarrow,Action,143899
76561198035999413,Action,143895
76561198018677971,RPG,143816
Vexest,Action,143488
76561198065340949,Action,143297
76561198001743414,Action,143171
76561198047630659,Action,143090
76561198008783917,Action,143059
12345678901234567890123456567890,Action,142978
76561198019669521,Action,142733
Hav0ckSpAwns,Action,142468
76561198044588815,Action,142310
1silentsniper1,Action,142286
76561198053868175,Action,142277
76561198011333937,Action,142096
bloodyjak,Action,142020
qwazyoxyphi,Action,141807
theservant,Strategy,141659
iRunner,Action,141619
76561198034404849,Action,141539
76561198055637876,Action,141367
Warrfoxx,Action,141323
76561198055632563,Strategy,141274
76561198082588112,Action,141146
SweetSugar,Action,141114
Duchvelka,Indie,140832
_fubar_,Action,140554
76561197997129113,Action,140513
samemint,Indie,140327
0071945,Action,140243
BigCutyBootyJudy,Action,140069
76561198106488845,Action,140044
vonravend,RPG,139917
76561198022808464,Action,139903
smcs,Action,139794
LordTonychicken,Action,139792
Animax117,Adventure,139744
Pinguinbeta18,Adventure,139586
76561198008719516,Action,139274
Falcon_HaHa,Action,139260
76561197963549028,Action,139158
Urotsuki,RPG,139080
Rawrimaviking,Action,139021
NinjaAssasin420,Action,138997
kruger287,Action,138882
BlackadderV,Action,138864
76561197986617937,Action,138826
76561198032659071,Action,138766
76561198046193884,Action,138692
lan-k1,Action,138660
Beddington,Action,138605
76561198046036119,Action,138452
76561198026239418,Indie,138402
76561198056884067,Action,138365
Unl33t,RPG,138196
76561198043516885,Action,138191
12345678901234567890123456567890,Strategy,137986
MrChaosAus,Action,137925
76561198046928644,Action,137886
badminton,RPG,137692
comquack,RPG,137620
LightningRod,Action,137610
76561198036810976,Action,137199
76561198022148624,Action,137005
76561197986617937,RPG,136959
hypertragic_THIS,Action,136945
76561198011217155,Action,136916
Emillllllllllllllllllllllll,Action,136846
Jaikenkai,Action,136795
13971397,Strategy,136767
SonicSounds1711,Action,136765
76561198045507259,Strategy,136762
76561198042451234,RPG,136730
Moskyto,Action,136604
76561198019293015,Action,136552
matagaming,Action,136508
76561198052268769,Action,136268
76561198073787527,Action,136259
-Azsael-,Action,136203
76561198024354149,Action,136137
MIMMATA,Action,136108
nitrorupe,Action,136072
76561198040890825,Action,136057
MyWeakness,Action,136048
76561198047208452,Indie,135969
47enth,Action,135927
76561198038840599,Action,135708
76561198041472164,RPG,135632
jalpineapple,Action,135492
Kaj3n,Indie,135413
76561197975863549,RPG,135357
Sicero,Action,135308
76561197970148466,Action,135164
76561197981203305,RPG,135155
FiggidyJiggidy,Action,135134
Steamified,RPG,134645
76561198031319986,Action,134604
awpsum,Action,134565
76561198066621462,Action,134554
Benny3888,Action,134479
rotflmaoman,Action,134264
adi_a12,Action,134218
Achillesm,Action,134181
muskieratboi,Action,134019
76561198054155652,Action,133963
AwesomeDoormat,RPG,133940
76561198060787863,Action,133675
thequeenpanda,Action,133643
76561198046848291,Action,133555
jqinnewsteam,Strategy,133552
ronnietran,RPG,133478
76561198006748755,Strategy,133381
Kootrasman,Action,133372
76561198065923342,Action,133266
76561198012909706,Action,133136
demonbloodmane,RPG,133013
qqmp,Action,132959
PritchardGSD,Action,132922
76561197976984468,Action,132857
doctr,Action,132768
chilla1,RPG,132728
76561197999075044,Action,132710
iSkulz,Action,132633
76561198055055523,RPG,132458
76561198032422851,Action,132424
Bluegills,Action,132060
NaukaD,Action,132015
76561198064484479,Adventure,131994
livaris,Free to Play,131894
76561198031839921,Action,131874
sploger,Indie,131674
BillyDatKid,Action,131508
76561197970724420,Action,131482
76561198017614917,Strategy,131283
L4M1NAS,Indie,131226
76561198072763246,Action,131216
eterna_amn,RPG,131168
76561198070346631,Action,131060
76561198007488623,Strategy,131029
customisedforsure,Action,131025
76561198053175659,Action,131023
GoldenSlice,Action,130914
shinomegami,Strategy,130906
studebakerhawk,Action,130897
Eviloverlord1987BC,Strategy,130875
corrupted_soul,Action,130836
Mr_samurai_man,Action,130831
reivehnfliyt,Action,130806
AquilliusRanger,Action,130655
76561198008783917,Indie,130483
pooplel,Indie,130280
76561197972180709,Action,130237
Jollyjawa,Action,130066
AusSoldier224,Action,130010
76561198033713264,Action,129772
Snickerbones,Action,129703
76561198035472583,RPG,129686
sad-commie,Strategy,129559
76561198000220446,Action,129377
76561198018818030,Action,129356
ButteryTyrant,Action,129266
76561197961124706,Action,129189
Amaradas,Action,129169
phrostb,Action,129099
FaZe_WalMart,Action,128875
76561198072925402,Action,128850
76561198008302183,Strategy,128708
Animax117,Indie,128670
nipplelicker4000,Action,128645
DieMadchenschanderin,Indie,128604
sidtheangrygamer,Action,128443
shinomegami,Indie,128279
Resplendentbadger,RPG,128268
Talizaeus,RPG,128250
finnept,Action,128135
76561198050575580,Indie,128024
76561198077663677,Adventure,127948
Jokester644,Action,127943
PwnArt1st,Indie,127892
kamigoroshi,Action,127836
BlazingDawn,Action,127771
76561198070102633,Action,127751
BlazingDawn,RPG,127740
Thundawich,RPG,127709
smasher6784,Action,127409
76561197994892526,Action,127373
76561198019669521,RPG,127282
76561198020014009,Action,127169
hitlersokiguess,Action,127163
76561198057988265,Strategy,126946
Migelino64,Action,126879
youcannothidefromme,Action,126838
76561198045540232,RPG,126812
joeshoer,Action,126783
skotavus,Adventure,126753
76561198019341454,Strategy,126748
76561198042170355,RPG,126707
76561198056784829,Action,126514
nsgrickgrimes,Action,126029
76561198103524411,Strategy,126022
claicorx,Strategy,125931
phantom02k,Action,125806
KingPilgrim,Action,125747
eunmac,Action,125687
76561198025613632,Action,125674
Sothere,Action,125462
76561198017524014,Action,125410
nathaniel1902,Action,125268
76561198052513392,Action,125265
Memfizz,Action,125092
kappaccino,Action,125067
conordarley1998,Action,125010
Eviloverlord1987BC,RPG,124963
76561198039503420,Action,124962
76561198015083753,Action,124957
76561197974500703,Action,124914
76561198048090660,Action,124901
Strider95,Action,124780
SitteNKitteNMitteN,Action,124485
76561198018552963,Action,124482
64512328,Indie,124466
SeedyDog,Simulation,124338
76561197997378650,RPG,124302
TOP0409,RPG,124273
samyththedragon,Action,124085
76561197966979423,Strategy,124002
Ppkdoevil,RPG,123978
76561198057685527,RPG,123956
76561198081666970,Indie,123825
DieMadchenschanderin,Action,123820
gakonami-uram,Action,123667
Baronlord,Action,123634
leoguibrito,Strategy,123578
LordJacques,Action,123550
76561197997886308,Action,123524
Dobski,Adventure,123512
76561198023557190,Action,123500
76561197973114685,Action,123495
kodell,Strategy,123420
76561198065247809,Strategy,123342
76561198070403442,Action,123305
76561198014009325,Action,122973
Global,Simulation,122868
76561198070346631,RPG,122854
dmarket3,Action,122792
frisasky,Action,122754
JambiGaming,RPG,122746
76561198076307555,Action,122708
LeZoidberg,Action,122688
76561198055123094,Action,122640
exrayted,Action,122638
76561197965263006,RPG,122637
PwnArt1st,Action,122596
76561197989209339,Action,122539
76561198055695334,Action,122332
76561198036687918,Action,122229
Talizaeus,Indie,122170
76561198032651953,Action,122044
76561197999549682,Strategy,121991
UnethicalPanda,Action,121899
Blackbirdm3,Action,121766
76561198001071058,Action,121763
KatsukiYuu,Action,121738
76561198056741844,Action,121640
76561198079627867,Adventure,121612
76561197993725260,RPG,121582
Calesti,Action,121550
zeroepix,Indie,121502
OneEyedWolf,Action,121309
azza213,RPG,121235
76561198033610152,Action,121218
76561197972797551,Action,121200
76561198039509150,Action,121183
Jotcertes,Action,121120
76561198022221822,Action,121012
GhandiSikh,Strategy,120985
76561197977544920,Action,120924
GhandiSikh,Simulation,120691
76561198022744981,Strategy,120667
gooseisthegreatest,Action,120555
76561198035146378,Action,120520
CNAFE2364,Action,120519
76561198056392712,Action,120509
-AnimeIsMyThing-,Action,120479
76561198045133986,Action,120447
TheSuccIsGudd,Adventure,120420
76561198054073078,Strategy,120292
Sansomar,RPG,120203
archy18,Indie,120146
76561197979731785,Action,120127
76561197996426598,RPG,120023
76561198055179537,Free to Play,120020
randomnes,Action,119975
76561198027517536,Action,119830
sploger,Simulation,119782
niggerfag,Action,119550
JayKayGray,RPG,119500
VividPikselz,Indie,119449
76561198055291139,Action,119365
qqmp,RPG,119334
Zombiejebus,Action,119279
76561198090878710,Action,119212
DeusVultboiz,Action,119177
omnixbro,RPG,119160
76561198007047914,Strategy,119116
Noggi31,Simulation,119102
76561198018736748,RPG,119074
76561198018465863,Indie,119070
BlackReaperHei,Strategy,118991
samemint,Adventure,118981
76561198055096033,Simulation,118964
acorn13,Action,118961
76561198041472164,Action,118889
76561198032373589,Action,118889
NaukaD,Strategy,118864
quillomanar,Action,118770
pussayfucker,Action,118683
SgtKimble,RPG,118649
minhtee,Action,118550
KingPilgrim,RPG,118533
76561198060808273,Indie,118460
76561198040633290,RPG,118459
76561197978024377,Strategy,118433
SonicSounds1711,RPG,118398
PippleKipple,Simulation,118357
76561198057685527,Adventure,118331
bhajina,RPG,118325
VRBones,RPG,118324
anca1ag0n,Action,118121
TheRedColonel,Action,118120
FrostyBlizzard,Action,118070
76561198027367190,RPG,117931
76561197982302189,RPG,117898
76561198033050980,Strategy,117881
76561198086878953,Action,117822
76561198013973273,Action,117755
Gilsham,RPG,117743
76561197971851704,Action,117735
76561198004448633,Action,117643
Eralus,Action,117619
PugsAus,Strategy,117526
76561198072534476,Action,117524
76561198048741857,Indie,117422
bhajina,Indie,117412
76561198009649906,RPG,117395
76561198006186415,RPG,117375
76561198078138335,Strategy,117346
76561198061149233,Action,117296
TheKiwiMantis,Action,117259
76561198023475537,Action,117173
76561198027254626,Action,117080
76561198026913200,Action,116997
remedax,Action,116976
76561198064484479,Free to Play,116908
76561197995284337,Action,116852
76561198072362918,Action,116770
DoctorSpaceman,Action,116690
76561198059486412,Action,116652
donutmaster123,RPG,116634
DopeOxide,Indie,116632
76561198050575580,RPG,116588
76561198013291691,Action,116585
bigchillkid,Adventure,116552
grimroaeos,Action,116524
76561198054932978,Indie,116496
Flabbernackle,Action,116439
THEHITMONKEY,Action,116413
76561198007575596,Strategy,116312
BananaUrchin,Action,116247
76561198013170444,Action,115992
DANGERMOOOUSE,Action,115948
sad-commie,Simulation,115875
Le-Mocha,Action,115870
76561198022148624,Indie,115844
davidjgriffith,Strategy,115807
76561198072850352,Action,115801
76561198057177409,RPG,115765
fyrerez,Action,115718
skullduggery55,Action,115710
jprezo,Strategy,115679
MinerKnight,Action,115672
Kebabsaregood,Adventure,115646
UnorthadoxEnigma,Action,115618
76561198004624665,Action,115615
exotiksnipa,Action,115540
squeegymackoy,Action,115534
warpeddemon,RPG,115521
TrippedSociety,Strategy,115497
KrazyAl,Indie,115460
Portals,RPG,115444
TDOJ3DTDO,Action,115371
76561198007390829,RPG,115300
lurchibald,Action,115255
yaegerthearcticwolf,Action,115227
76561198058230663,RPG,115087
stopgovtcorruption,Indie,115062
the_floor,RPG,114925
thintimtam,Action,114914
Moskyto,Adventure,114837
76561198081739230,Action,114836
liamsplace,Action,114741
uzicide,Action,114640
76561197994830976,Action,114615
blur_reqz,Action,114583
the_abomination,RPG,114569
76561198041562431,Action,114511
Striker146,Action,114498
Luneix,Action,114470
76561198003447788,RPG,114457
Flamin-Joker,RPG,114443
Alpha4344,Action,114394
livaris,Massively Multiplayer,114388
thiefofrosesinlalaland,Adventure,114383
Necrosc,RPG,114359
76561198036511313,Strategy,114349
chocklanisi,RPG,114265
PugsAus,Action,114262
REBAS_AS_F-T,Free to Play,114173
76561198005889349,Action,114172
76561198007584361,Strategy,114079
tobscene,Indie,113936
76561198042335464,Action,113893
sgtd,Action,113794
76561198067662523,Action,113755
76561198024531364,RPG,113716
76561198052272007,Action,113658
76561198063648921,Indie,113568
lasle,Action,113545
mendicant_bias,Action,113535
Sansomar,Action,113337
HamWich222,Adventure,113333
76561198048808239,Action,113212
76561198007860684,Action,113209
GenocideDecade,Action,113071
76561198037509696,Action,112964
76561197970137892,RPG,112963
fatppl,Action,112851
76561198027081791,Action,112766
76561198008195768,Strategy,112686
stuman85,Action,112653
gearlan,Action,112607
76561198022975113,Strategy,112596
Louis_98,RPG,112550
76561198007745188,Strategy,112521
ZyhgarThestarweaver,Strategy,112515
76561198046263109,Action,112442
Trooper6192,Action,112424
GoldenSlice,RPG,112373
76561198016761464,Action,112369
76561198078913614,Action,112360
76561198037702238,RPG,112258
sergioxks1,Adventure,112144
76561197975863549,Indie,112097
mblades,Action,111967
mark123,Adventure,111964
76561198064984988,Action,111940
Wdsy,Action,111899
76561198062491543,Action,111811
theryanator,Action,111751
Notasbadashitler,RPG,111748
solodsnek,Action,111591
shinomegami,Simulation,111560
adamtreloar,Action,111542
76561198018465863,RPG,111340
76561198061021230,Strategy,111274
flamingpenguin,RPG,111264
scott_majere,Action,111112
76561198056735088,Adventure,111108
Pixelqt,Action,111092
staecrh,Action,111048
ZEM42,Action,111034
76561198016610271,Action,110978
76561198054932978,RPG,110893
76561198045420316,Action,110869
76561198022890336,Strategy,110859
76561198038259170,Strategy,110812
76561198044593988,Action,110720
76561198026960298,Action,110664
scott_majere,RPG,110616
76561198041353540,Action,110565
nobody114514,Action,110557
76561198074254609,Action,110517
zeroepix,Action,110458
Tomsen1,Indie,110449
Thundawich,Action,110423
ABSOLUTLY_NOTHING,Action,110418
76561198059486412,RPG,110395
hadougun,Action,110331
Necrosc,Action,110255
dragonchief,RPG,110239
76561198037523516,Action,110233
studebakerhawk,RPG,110182
badminton,Action,110176
76561197973395845,Strategy,110141
76561198047237949,Action,110135
Flamesoul22,RPG,110122
Jojibu,Action,110054
Lochstar12,Action,110048
76561198011218089,RPG,109930
76561198040844729,Strategy,109885
TheTriggured,Action,109737
Hati_Hati_Hati_Hati_Hati_Hati,Action,109711
piepai,RPG,109626
Thundawich,Strategy,109570
76561198039741155,Action,109551
76561198063648921,Adventure,109540
76561198070102633,RPG,109525
sgtd,RPG,109510
76561197970148466,Adventure,109458
76561198081666970,Action,109437
Sacru,Strategy,109405
Urtle1,Action,109389
Sothere,Strategy,109312
76561197974500703,RPG,109310
76561198004821435,RPG,109264
gangstapimpplaya,Indie,109260
sad-commie,Indie,109228
AvtomatKL,Action,109016
76561198031310041,RPG,108965
76561197981203305,Action,108919
Hati_Hati_Hati_Hati_Hati_Hati,Indie,108830
Louis_98,Action,108814
1silentsniper1,RPG,108572
76561198075749223,RPG,108528
MinTony,Indie,108468
76561197973942939,RPG,108461
76561198040258080,Action,108413
76561198017614917,Action,108369
76561198042146054,RPG,108282
76561198046813126,Strategy,108258
76561198029771387,Action,108253
76561198055179537,Adventure,108224
absolutezero,RPG,108222
T0talN1nja,Action,108112
76561198036695284,Action,108079
76561197992681922,Strategy,108059
stylinnn,RPG,108039
CaptainTitus,Action,107947
AE19,Action,107891
76561198022148624,RPG,107833
vonravend,Indie,107785
Necrosc,Indie,107762
Lamus,RPG,107750
76561198065312262,Action,107729
Porjate,Strategy,107727
76561198008336955,Action,107698
aMaewi,RPG,107688
76561198078138335,Indie,107648
OLEFuriozity,RPG,107604
AlmightyShippo,Action,107508
cormalgus,Action,107485
76561198018684159,Action,107462
76561198031839921,Strategy,107435
76561197992755277,Action,107414
morebaconstrips,Action,107393
76561198044128297,RPG,107360
76561198007539695,Action,107342
76561198059107861,Indie,107294
131312,Strategy,107288
Eviloverlord1987BC,Indie,107151
76561197998873955,Adventure,107053
76561198011714432,Action,107046
demonbloodmane,Action,106982
76561198046036119,RPG,106982
76561198058230663,Indie,106974
76561197971128349,Action,106920
76561198022915154,Action,106910
76561198037038784,Strategy,106894
76561197993494010,Action,106858
76561197975863549,Strategy,106831
LordJacques,Strategy,106818
76561197975867686,Strategy,106817
Gigglestik,Adventure,106776
76561198058230663,Action,106659
Icestriker,RPG,106644
76561198037038784,RPG,106481
tarful1000,Action,106430
76561198019293015,Strategy,106342
76561198008719516,RPG,106324
reidsmoe,Action,106312
finnept,RPG,106303
76561198036070181,Action,106166
76561197963469414,Adventure,106100
tobscene,Strategy,106047
covash23,Action,106011
76561198000858214,Action,105985
76561198031319986,RPG,105979
76561198073607481,Action,105952
76561198045148009,Action,105804
76561198059162959,Strategy,105797
jswins,Action,105778
thedreamtime,Action,105657
namster21,Action,105639
76561198065322400,Free to Play,105604
Sitchy,RPG,105542
samsamandhecancan,Action,105521
ulramite,Action,105449
76561197995163667,RPG,105447
76561198019019838,Action,105395
qqmp,Adventure,105345
76561198055055523,Indie,105344
76561197995418864,RPG,105340
Vulcan21,Action,105266
deynarian,RPG,105252
Delphaeus,Action,105213
76561198021745490,Strategy,105203
76561198078138335,Action,105187
76561198024531364,Adventure,105141
TOP0409,Action,105116
76561197998683345,Action,105105
76561197990952353,Action,105027
JohnnyMcShitty,Indie,105008
76561198038762356,RPG,104932
anca1ag0n,RPG,104919
Memfizz,RPG,104683
JohnnyMcShitty,Adventure,104666
some_sorta_pie,Action,104647
archy18,Adventure,104616
76561198029976254,Massively Multiplayer,104591
marshythemarshmallowman,Action,104505
76561198057453677,Indie,104490
76561198072355008,Action,104410
BlaZE_,Strategy,104401
76561197963638240,Action,104397
76561197996426485,Action,104377
Espanolito,Action,104330
NaukaD,RPG,104247
76561198056735088,Free to Play,104194
ArktiicFozzy,Action,104152
76561198040844729,RPG,104105
76561197971851704,RPG,104060
76561198017275546,Strategy,104013
Gigglestik,RPG,104010
mossylippy,Strategy,103994
Vanillabun,Action,103897
grimroaeos,RPG,103809
SgtKimble,Action,103753
76561197995897347,Action,103748
76561198017659661,Action,103678
deathjam140,Action,103672
adi_a12,Indie,103620
76561198015597183,Action,103548
76561198029976254,Free to Play,103354
absolutezero,Indie,103273
76561198042389215,Action,103272
maxpaynepillkiller,Strategy,103238
KentuckyFriedSpy,RPG,103114
somnew,Action,103099
76561197970137892,Adventure,103086
PROGAMER963,Strategy,103083
76561197999075044,RPG,103018
qwertybmwh1994,Action,102984
blackwold,Action,102953
scoot88,RPG,102909
76561197995582054,Action,102858
TheSneakySneakers,Action,102857
76561197968305777,Action,102851
76561197968305777,RPG,102784
RexTrigger,Action,102711
AngusTheCow,RPG,102687
76561198071234865,Indie,102587
russell44422,Adventure,102562
berkyjef,Action,102554
piepai,Strategy,102479
Stevio_Pistachio,RPG,102470
jcottle,Action,102425
jarryd187,Action,102370
pieman98,RPG,102345
Jollyjawa,RPG,102225
AusRomper,Action,102222
mrjaksauce,RPG,102201
76561198014704426,Action,102192
Nazi-Slayer,Strategy,102168
76561198067582240,Strategy,102159
76561198035136096,Action,102131
Animax117,Massively Multiplayer,102120
BaaBaaCowSheep,Action,102102
kamigoroshi,RPG,102094
76561198042335464,Indie,102030
lordofgeckos,RPG,102022
76561197997886308,RPG,102002
76561197970551076,Strategy,102001
Legendary_Blu,Action,101918
pib7788,Strategy,101917
maxpaynepillkiller,Action,101832
76561197992681922,Action,101782
Velocity_,Action,101766
76561198014009325,RPG,101763
syrith,Indie,101716
Urotsuki,Indie,101652
76561198037336064,Action,101601
eunmac,Adventure,101588
aMaewi,Action,101582
76561198006550034,Strategy,101516
Rhyzak,Action,101513
syrith,RPG,101499
comquack,Action,101496
mrjaksauce,Action,101376
64723864,Action,101177
76561198049516830,RPG,101170
hadougun,RPG,101138
76561198021502333,Action,101127
