,0
222,397570
223,278360
224,441790
225,265750
226,233110
227,322910
228,276340
229,448530
230,304410
231,274920
232,219890
233,223510
234,268750
235,360870
236,12900
237,335670
238,215080
239,244160
240,270880
241,8190
242,247730
243,233630
244,303390
245,208812
246,243120
247,234140
248,204450
249,225260
250,50300
251,201810
252,212630
253,427820
254,500
255,231040
256,376300
257,351040
258,250600
259,264710
260,47790
261,236110
262,232790
263,420
264,380
265,339230
266,349700
267,226700
268,209160
269,219990
270,21100
271,215470
272,401650
273,290020
274,248860
275,244850
276,298260
277,370240
278,233450
279,214420
280,365670
281,221260
282,369070
283,419070
284,24240
285,39800
286,113020
287,238960
288,310370
289,260410
290,383870
291,204030
292,207230
293,9180
294,10150
295,214950
296,261640
297,34330
298,259080
299,256350
300,249380
301,337320
302,265930
303,10090
304,218680
305,251060
306,22370
307,307690
308,248610
309,250340
310,221640
311,104900
312,9450
313,262410
314,222940
315,221040
316,286570
317,263440
318,108600
319,208520
320,239660
321,495890
322,472680
323,295270
324,283920
325,294650
326,432020
327,12120
328,241930
329,428690
330,227860
331,228280
332,240760
333,250900
334,9900
335,236370
336,381210
337,205100
338,346010
339,239250
340,313120
341,17300
342,206440
343,209100
344,209000
345,218060
346,224540
347,242860
348,9480
349,359870
350,22230
351,203770
352,200260
353,19900
354,241540
355,17390
356,253030
357,295110
358,274310
359,252470
360,344770
361,22380
362,202170
363,245490
364,319510
365,20
366,209080
367,223470
368,269250
369,212500
370,12160
371,293260
372,218130
373,270210
374,386070
375,330830
376,8980
377,31270
378,43000
379,18700
380,98800
381,107100
382,630
383,57300
384,226620
385,265630
386,401920
387,33230
388,239200
389,346900
390,363970
391,65790
392,8500
393,99900
394,380600
395,2450
396,47780
397,230190
398,435881
399,490650
400,391270
401,246420
402,289130
403,234630
404,249050
405,418340
406,223850
407,263020
408,245550
409,96100
410,80
411,56400
412,257850
413,239140
414,322500
415,385770
416,252630
417,212200
418,387860
419,387990
420,310560
421,253430
422,203160
423,213850
424,369580
425,282440
426,8400
427,225640
428,421770
429,239220
430,236690
431,17100
432,223750
433,65980
434,400250
435,296240
436,320
437,202970
438,270370
439,268650
440,215530
441,379720
442,226860
443,259700
444,310380
445,233270
446,383980
447,391460
448,393010
449,205890
450,434260
451,359290
452,10500
453,239160
454,290300
455,346560
456,328220
457,256410
458,39120
459,239070
460,265770
461,10
462,263280
463,386360
464,255710
465,364360
466,288470
467,282140
468,216250
469,10680
470,238320
471,300570
472,201420
473,238260
474,238430
475,290080
476,374320
477,318420
478,339610
479,293780
480,20530
481,39150
482,13210
483,22120
484,449710
485,319740
486,244050
487,24860
488,242720
489,251630
490,335300
491,55140
492,318430
493,323470
494,334230
495,474750
496,45730
497,99400
498,213650
499,429720
500,340050
501,261880
502,230840
503,263760
504,233190
505,220780
506,237740
507,6830
508,212180
509,4560
510,17700
511,25890
512,22100
513,41300
514,224760
515,291480
516,4920
517,311690
518,266840
519,246620
520,393420
521,461560
522,368360
523,237870
524,72200
525,305620
526,250420
527,2700
528,94400
529,238010
530,374301
531,366660
532,207140
533,353560
534,405170
535,302590
536,242880
537,394230
538,378648
539,49600
540,408740
541,413150
542,109600
543,303210
544,205350
545,330840
546,19000
547,242050
548,323500
549,50650
550,267750
551,259720
552,293920
553,248310
554,433950
555,348960
556,435870
557,109400
558,287920
559,384490
560,70000
561,232810
562,244410
563,394360
564,17480
565,105450
566,239350
567,39000
568,263500
569,20500
570,249650
571,221180
572,40800
573,389570
574,396900
575,286160
576,285900
577,206190
578,223670
579,239720
580,224060
581,376560
582,290750
583,42960
584,236090
585,17080
586,6860
587,431240
588,363620
589,397340
590,329650
591,412830
592,312280
593,311210
594,273110
595,42680
596,354140
597,34830
598,291210
599,203140
600,41700
601,325610
602,385730
603,301640
604,244450
605,50130
606,51100
607,35420
608,353690
609,228180
610,262060
611,289650
612,255480
613,11610
614,374570
615,12110
616,214490
617,2600
618,282070
619,230230
620,20900
621,306130
622,313160
623,416690
624,371190
625,9930
626,67370
627,227280
628,346120
629,212800
630,241640
631,42700
632,423880
633,209730
634,351555
635,404090
636,250400
637,332350
638,201700
639,228380
640,314020
641,57690
642,233130
643,48705
644,241600
645,320350
646,58610
647,263060
648,24720
649,216150
650,416670
651,280790
652,233860
653,312990
654,287450
655,265300
656,278080
657,234330
658,250500
659,238240
660,287390
661,468240
662,397610
663,204180
664,373770
665,224420
666,496920
667,388090
668,222900
669,383120
670,228940
671,49470
672,255420
673,266010
674,235460
675,327890
676,227700
677,314710
678,245170
679,7670
680,13140
681,72840
682,317400
683,21690
684,304240
685,214250
686,38410
687,274190
688,321360
689,239800
690,329490
691,450660
692,302380
693,409160
694,225140
695,265810
696,41070
697,208580
698,32370
699,201790
700,247000
701,335330
702,383150
703,351290
704,288160
705,360740
706,40100
707,422970
708,25010
709,357330
710,268500
711,266510
712,102500
713,34870
714,321980
715,342300
716,367500
717,225600
718,107900
719,35720
720,287290
721,44350
722,35140
723,236850
724,243000
725,367240
726,200710
727,330210
728,390670
729,365810
730,207250
731,38240
732,313340
733,226320
734,45760
735,24200
736,335240
737,447820
738,22340
739,20510
740,205950
741,13570
742,211400
743,463390
744,281050
745,222750
746,436110
747,230290
748,227160
749,462930
750,435030
751,1900
752,235540
753,387440
754,339800
755,289950
756,249870
757,207620
758,441050
759,296470
760,247910
761,244930
762,235360
763,91700
764,226980
765,282660
766,262830
767,220700
768,389430
769,350080
770,394690
771,418070
772,301970
773,275700
774,28050
775,13250
776,253610
777,310080
778,382050
779,64000
780,230050
781,8970
782,384190
783,403190
784,233290
785,6950
786,394970
787,48800
788,24670
789,214560
790,70300
791,242800
792,257080
793,230270
794,208650
795,342560
796,261820
797,315880
798,299420
799,444090
800,258970
801,305260
802,368740
803,25000
804,22300
805,301200
806,130
807,285440
808,40400
809,358150
810,307780
811,211720
812,208480
813,3910
814,218470
815,318220
816,498240
817,357010
818,8170
819,302670
820,330350
821,3700
822,315430
823,293320
824,300220
825,363490
826,412940
827,228960
828,227580
829,55475
830,214190
831,312210
832,286080
833,389870
834,21090
835,268420
836,261760
837,264360
838,293540
839,332070
840,236450
841,11280
842,49540
843,4550
844,247240
845,412332
846,43160
847,24960
848,215670
849,222980
850,291410
851,335190
852,224480
853,326480
854,329950
855,63380
856,382490
857,42719
858,297000
859,345820
860,407530
861,402570
862,457197
863,261570
864,226580
865,38900
866,250760
867,225840
868,207170
869,24010
870,267600
871,41800
872,427520
873,304030
874,6880
875,284160
876,279720
877,295490
878,258180
879,6910
880,47810
881,393380
882,281370
883,2500
884,12750
885,252330
886,261110
887,366844
888,429570
889,449800
890,253770
891,424280
892,233840
893,323610
894,261180
895,204372
896,266390
897,47890
898,402020
899,330710
900,115320
901,395910
902,270090
903,11420
904,7520
905,17710
906,297810
907,427730
908,278910
909,15620
910,408990
911,42160
912,65780
913,370100
914,221680
915,332310
916,48720
917,384300
918,9050
919,298240
920,261980
921,201210
922,234310
923,364323
924,461244
925,244870
926,256290
927,203810
928,245280
929,283290
930,323140
931,340170
932,300550
933,434570
934,98400
935,22350
936,209340
937,9460
938,363360
939,331500
940,3260
941,444560
942,227320
943,6000
944,19830
945,24740
946,65930
947,11020
948,13230
949,35480
950,427250
951,497850
952,48110
953,219830
954,25830
955,317110
956,250260
957,237990
958,359800
959,431770
960,265890
961,443580
962,395520
963,367670
964,234670
965,245176
966,212480
967,71340
968,211600
969,203650
970,387970
971,425220
972,329440
973,315660
974,306370
975,57740
976,313080
977,374450
978,274170
979,330570
980,208140
981,34350
982,441870
983,98200
984,214320
985,302510
986,290770
987,71000
988,324260
989,348620
990,236510
991,323210
992,253940
993,45740
994,282800
995,331710
996,326460
997,438690
998,274560
999,245470
1000,92100
1001,272600
1002,270150
1003,2870
1004,340810
1005,55040
1006,99700
1007,26500
1008,29180
1009,289690
1010,16450
1011,230940
1012,312840
1013,337000
1014,307670
1015,6030
1016,402180
1017,230980
1018,15320
1019,7830
1020,251170
1021,314010
1022,367580
1023,375600
1024,209650
1025,211500
1026,223770
1027,214830
1028,220860
1029,263980
1030,345650
1031,251870
1032,217200
1033,102700
1034,108800
1035,252150
1036,384990
1037,211260
1038,227600
1039,40700
1040,286100
1041,512300
1042,340
1043,202730
1044,92300
1045,220050
1046,456280
1047,240320
1048,390730
1049,294860
1050,433530
1051,360940
1052,402630
1053,438270
1054,223430
1055,17580
1056,316390
1057,232970
1058,104700
1059,324080
1060,243200
1061,215256
1062,17470
1063,298160
1064,368500
1065,267550
1066,494470
1067,110800
1068,245760
1069,206500
1070,227220
1071,242820
1072,487220
1073,300380
1074,245910
1075,113204
1076,200170
1077,17510
1078,253250
1079,351730
1080,325724
1081,265550
1082,22110
1083,214850
1084,55370
1085,203850
1086,35110
1087,404013
1088,9340
1089,436090
1090,321960
1091,277930
1092,308420
1093,352520
1094,384630
1095,346250
1096,1930
1097,12220
1098,268400
1099,201830
1100,385760
1101,299860
1102,16730
1103,452650
1104,409170
1105,235780
1106,224580
1107,509840
1108,418010
1109,10220
1110,4780
1111,22320
1112,389170
1113,480480
1114,107600
1115,45100
1116,209060
1117,202130
1118,329130
1119,207350
1120,331220
1121,339120
1122,227100
1123,273390
1124,241560
1125,263540
1126,247020
1127,220440
1128,378120
1129,379980
1130,311310
1131,270570
1132,1670
1133,360480
1134,359050
1135,35700
1136,12470
1137,343780
1138,271860
1139,253690
1140,33460
1141,220260
1142,212160
1143,386510
1144,260230
1145,8340
1146,39210
1147,254440
1148,300040
1149,449680
1150,387240
1151,207750
1152,238210
1153,256190
1154,342970
1155,71250
1156,254200
1157,411830
1158,284140
1159,231250
1160,40930
1161,7760
1162,247430
1163,300
1164,304650
1165,3730
1166,355960
1167,306830
1168,322070
1169,236870
1170,235800
1171,275100
1172,306020
1173,467820
1174,472060
1175,311340
1176,351790
1177,282900
1178,375960
1179,260430
1180,39510
1181,33980
1182,410210
1183,336380
1184,222480
1185,223490
1186,297120
1187,229580
1188,329830
1189,413420
1190,34030
1191,48000
1192,96400
1193,313371
1194,215280
1195,33100
1196,15700
1197,234530
1198,311400
1199,412880
1200,4720
1201,438680
1202,285920
1203,22330
1204,402840
1205,404410
1206,449980
1207,50620
1208,204530
1209,9420
1210,237850
1211,358090
1212,244630
1213,399790
1214,234772
1215,360730
1216,234710
1217,206521
1218,307070
1219,351800
1220,23310
1221,92800
1222,368720
1223,259680
1224,244710
1225,220760
1226,354500
1227,314160
1228,399834
1229,293500
1230,291370
1231,316430
1232,376210
1233,365300
1234,281990
1235,246090
1236,70600
1237,55150
1238,204630
1239,353360
1240,35460
1241,99300
1242,71165
1243,17460
1244,370040
1245,310740
1246,334070
1247,391720
1248,24500
1249,10130
1250,277590
1251,280180
1252,385800
1253,45770
1254,205230
1255,267610
1256,263960
1257,449550
1258,357480
1259,274520
1260,393410
1261,209670
1262,201310
1263,251430
1264,368990
1265,296970
1266,38830
1267,351890
1268,273070
1269,2400
1270,463110
1271,337950
1272,204880
1273,32400
1274,33310
1275,232770
1276,397550
1277,290340
1278,353830
1279,271240
1280,398913
1281,227180
1282,399580
1283,344750
1284,368900
1285,398710
1286,407900
1287,388490
1288,375230
1289,313730
1290,405310
1291,38720
1292,281690
1293,213120
1294,228300
1295,23450
1296,385370
1297,323910
1298,264380
1299,259381
1300,348090
1301,304430
1302,356520
1303,2310
1304,237110
1305,407420
1306,391730
1307,319550
1308,375510
1309,327860
1310,320300
1311,214790
1312,250380
1313,234390
1314,235600
1315,374300
1316,384021
1317,384020
1318,210970
1319,250580
1320,16710
1321,235250
1322,368340
1323,247080
1324,219092
1325,317250
1326,449040
1327,349650
1328,201480
1329,208200
1330,232890
1331,327640
1332,277460
1333,512340
1334,12360
1335,233470
1336,250620
1337,32440
1338,268050
1339,248390
1340,262900
1341,105700
1342,338170
1343,378649
1344,275670
1345,270850
1346,22600
1347,367570
1348,227260
1349,55100
1350,315640
1351,41740
1352,321830
1353,376870
1354,345580
1355,47800
1356,257710
1357,343330
1358,294160
1359,301460
1360,338540
1361,466910
1362,375220
1363,320340
1364,273770
1365,17500
1366,491130
1367,292140
1368,412400
1369,26800
1370,395180
1371,91330
1372,232430
1373,242680
1374,232050
1375,203350
1376,350970
1377,397430
1378,274270
1379,48190
1380,301480
1381,245390
1382,231310
1383,307290
1384,92000
1385,261920
1386,207080
1387,355840
1388,98600
1389,3920
1390,251670
1391,203830
1392,237630
1393,57640
1394,297590
1395,396260
1396,214510
1397,234490
1398,321840
1399,417990
1400,281610
1401,394870
1402,323850
1403,460120
1404,327410
1405,272510
1406,318600
1407,299030
1408,217920
1409,245130
1410,238370
1411,202750
1412,357650
1413,391040
1414,235580
1415,262120
1416,512540
1417,275200
1418,269290
1419,204340
1420,262260
1421,252350
1422,447500
1423,7860
1424,384150
1425,356070
1426,241260
1427,246070
1428,357900
1429,317510
1430,91800
1431,201870
1432,341000
1433,319050
1434,343464
1435,63800
1436,274900
1437,16870
1438,12500
1439,405640
1440,298600
1441,354290
1442,4570
1443,20540
1444,298180
1445,233980
1446,410670
1447,223390
1448,29800
1449,204240
1450,345520
1451,485800
1452,375950
1453,23530
1454,240970
1455,63710
1456,346170
1457,282560
1458,34670
1459,4760
1460,394120
1461,280010
1462,17330
1463,217140
1464,473580
1465,407230
1466,489220
1467,504490
1468,356670
1469,499100
1470,91900
1471,231910
1472,104600
1473,17530
1474,3483
1475,304270
1476,24470
1477,372000
1478,359940
1479,282350
1480,17730
1481,333980
1482,300080
1483,290790
1484,405180
1485,40970
1486,246300
1487,32360
1488,263740
1489,306460
1490,292380
1491,411180
1492,434250
1493,344040
1494,331200
1495,433730
1496,19680
1497,393980
1498,226840
1499,398100
1500,224280
1501,50
1502,39140
1503,280
1504,292630
1505,404480
1506,300991
1507,376200
1508,249630
1509,286340
1510,1280
1511,412730
1512,99810
1513,353370
1514,323320
1515,41100
1516,415950
1517,437070
1518,207210
1519,246580
1520,22650
1521,354240
1522,263420
1523,290730
1524,370280
1525,218330
1526,396480
1527,21000
1528,214230
1529,246900
1530,383790
1531,291650
1532,252030
1533,7510
1534,287100
1535,341800
1536,416590
1537,385710
1538,4580
1539,223830
1540,394310
1541,360
1542,243800
1543,6980
1544,315394
1545,315392
1546,315396
1547,18820
1548,307880
1549,351990
1550,270450
1551,230650
1552,254700
1553,316260
1554,260160
1555,461680
1556,438080
1557,33730
1558,220160
1559,300340
1560,359410
1561,318130
1562,326160
1563,230700
1564,215100
1565,435880
1566,263680
1567,299460
1568,360640
1569,15120
1570,363890
1571,357340
1572,3320
1573,304730
1574,353380
1575,317960
1576,300820
1577,348460
1578,352190
1579,299700
1580,236790
1581,28000
1582,205910
1583,2420
1584,39200
1585,221080
1586,376570
1587,512470
1588,316720
1589,334660
1590,342380
1591,320140
1592,290930
1593,267530
1594,260210
1595,292120
1596,349040
1597,391220
1598,263320
1599,232750
1600,319130
1601,226740
1602,386880
1603,307170
1604,343750
1605,32380
1606,388870
1607,276810
1608,285480
1609,18500
1610,378720
1611,436320
1612,382110
1613,328060
1614,238590
1615,442080
1616,252370
1617,339350
1618,270170
1619,238280
1620,230090
1621,218550
1622,275690
1623,343270
1624,201230
1625,241720
1626,302970
1627,289760
1628,307230
1629,421890
1630,336510
1631,45300
1632,12200
1633,433850
1634,21660
1635,2760
1636,282400
1637,475150
1638,386940
1639,409710
1640,24980
1641,58540
1642,436470
1643,61310
1644,32340
1645,91600
1646,95400
1647,249230
1648,500590
1649,318020
1650,441730
1651,249082
1652,99910
1653,263400
1654,367120
1655,349830
1656,233610
1657,371200
1658,436150
1659,13600
1660,21970
1661,302270
1662,324570
1663,225080
1664,102820
1665,228400
1666,496300
1667,342550
1668,260510
1669,6220
1670,412740
1671,105400
1672,270490
1673,96000
1674,331440
1675,330820
1676,324120
1677,243970
1678,218170
1679,324310
1680,23490
1681,295730
1682,468560
1683,17430
1684,32800
1685,244590
1686,204080
1687,293760
1688,12430
1689,55110
1690,381120
1691,397690
1692,297020
1693,34010
1694,316410
1695,233740
1696,353130
1697,242570
1698,345180
1699,371420
1700,441920
1701,327070
1702,352950
1703,200940
1704,272890
1705,297350
1706,70100
1707,42120
1708,222520
1709,258700
1710,258520
1711,220900
1712,295990
1713,219680
1714,326410
1715,385240
1716,296490
1717,451520
1718,413410
1719,422400
1720,225280
1721,227800
1722,378041
1723,389220
1724,228560
1725,15000
1726,243560
1727,342200
1728,337040
1729,493370
1730,207490
1731,334040
1732,350150
1733,335840
1734,401190
1735,332500
1736,491260
1737,317820
1738,266490
1739,222730
1740,248140
1741,247950
1742,340340
1743,438490
1744,265061
1745,201570
1746,384310
1747,1510
1748,384180
1749,407210
1750,4500
1751,399120
1752,281820
1753,244230
1754,318530
1755,303820
1756,25980
1757,246700
1758,214970
1759,209540
1760,301760
1761,314410
1762,60
1763,30
1764,331600
1765,32470
1766,258160
1767,207815
1768,375820
1769,385830
1770,342260
1771,257510
1772,27020
1773,227310
1774,252530
1775,292180
1776,521570
1777,410340
1778,280740
1779,448370
1780,248800
1781,9010
1782,345200
1783,457580
1784,200910
1785,338000
1786,274290
1787,265000
1788,371660
1789,41000
1790,200396
1791,202181
1792,108500
1793,407840
1794,449470
1795,312530
1796,243450
1797,248650
1798,354430
1799,368870
1800,15100
1801,70400
1802,433090
1803,250640
1804,263300
1805,43500
1806,282470
1807,382890
1808,267381
1809,232010
1810,38600
1811,354380
1812,240600
1813,9200
1814,362620
1815,222140
1816,65300
1817,398850
1818,61500
1819,269450
1820,375910
1821,361800
1822,247304
1823,301910
1824,364110
1825,347830
1826,20570
1827,289340
1828,42890
1829,407250
1830,422420
1831,319910
1832,221790
1833,3830
1834,221360
1835,212220
1836,283880
1837,91333
1838,427810
1839,250520
1840,262790
1841,388880
1842,228260
1843,322770
1844,450390
1845,236150
1846,248550
1847,200010
1848,236730
1849,298030
1850,414730
1851,459910
1852,376770
1853,98421
1854,356570
1855,261700
1856,204371
1857,201070
1858,1690
1859,264120
1860,208600
1861,226720
1862,373420
1863,448510
1864,201510
1865,231140
1866,348290
1867,293900
1868,444860
1869,63660
1870,351510
1871,389510
1872,32350
1873,258200
1874,105800
1875,12140
1876,294540
1877,3590
1878,209270
1879,17570
1880,342570
1881,342480
1882,353090
1883,367020
1884,412140
1885,259450
1886,231060
1887,432590
1888,278970
1889,213330
1890,506140
1891,390340
1892,376140
1893,434110
1894,349480
1895,441600
1896,292600
1897,290140
1898,377330
1899,38740
1900,321300
1901,214770
1902,231740
1903,380860
1904,7660
1905,7730
1906,395238
1907,449940
1908,338163
1909,95700
1910,393200
1911,290000
1912,385970
1913,33220
1914,15130
1915,434780
1916,240570
1917,255220
1918,377860
1919,444000
1920,346940
1921,363270
1922,369400
1923,283160
1924,221540
1925,398840
1926,364690
1927,39190
1928,272350
1929,31220
1930,274250
1931,299660
1932,297110
1933,216260
1934,328940
1935,328500
1936,273300
1937,480630
1938,383270
1939,328700
1940,234650
1941,420110
1942,459820
1943,373110
1944,342230
1945,3710
1946,252770
1947,331900
1948,395200
1949,283640
1950,208750
1951,24780
1952,308270
1953,205550
1954,285580
1955,259470
1956,380840
1957,338580
1958,264240
1959,318100
1960,208570
1961,291010
1962,337850
1963,9160
1964,310031
1965,1520
1966,360950
1967,512630
1968,314660
1969,15390
1970,57600
1971,285050
1972,254080
1973,285310
1974,250460
1975,39670
1976,433080
1977,326220
1978,410320
1979,310790
1980,2200
1981,384000
1982,305070
1983,324810
1984,514520
1985,498580
1986,477160
1987,15300
1988,290650
1989,238300
1990,307340
1991,247293
1992,8600
1993,273840
1994,44340
1995,269270
1996,314300
1997,409590
1998,360960
1999,200900
2000,337070
2001,315340
2002,224820
2003,289930
2004,310470
2005,265870
2006,22000
2007,304670
2008,97100
2009,200230
2010,408120
2011,110400
2012,315460
2013,382780
2014,391570
2015,427950
2016,334210
2017,434620
2018,431560
2019,398070
2020,405820
2021,434020
2022,338310
2023,385530
2024,252070
2025,336520
2026,42000
2027,223100
2028,446020
2029,47700
2030,50510
2031,437080
2032,379670
2033,296710
2034,440810
2035,352960
2036,347940
2037,252910
2038,213610
2039,357380
2040,427920
2041,364390
2042,289520
2043,351710
2044,375040
2045,315840
2046,378642
2047,345390
2048,290890
2049,316790
2050,331670
2051,92700
2052,473460
2053,11450
2054,527340
2055,6550
2056,231670
2057,17020
2058,338470
2059,221020
2060,225340
2061,444640
2062,381990
2063,231160
2064,293010
2065,219103
2066,24840
2067,445750
2068,429490
2069,418300
2070,367450
2071,238890
2072,31740
2073,36620
2074,243360
2075,383460
2076,359040
2077,372210
2078,211523
2079,3480
2080,6420
2081,8800
2082,283680
2083,280600
2084,275490
2085,345610
2086,257400
2087,461880
2088,295710
2089,272080
2090,397040
2091,403570
2092,278460
2093,414080
2094,406150
2095,269350
2096,376660
2097,94000
2098,339290
2099,72750
2100,72730
2101,427190
2102,351900
2103,271900
2104,348860
2105,407600
2106,521990
2107,365660
2108,206480
2109,456610
2110,283660
2111,105430
2112,404011
2113,330390
2114,247660
2115,253980
2116,209370
2117,248710
2118,3370
2119,271944
2120,200050
2121,17740
2122,293180
2123,244810
2124,407060
2125,240380
2126,258590
2127,361290
2128,261530
2129,11590
2130,6100
2131,324610
2132,269030
2133,249550
2134,2300
2135,351090
2136,217100
2137,319090
2138,384360
2139,313690
2140,48220
2141,437900
2142,235340
2143,257730
2144,248170
2145,262490
2146,297141
2147,310700
2148,310070
2149,312630
2150,223810
2151,394320
2152,440980
2153,400790
2154,286690
2155,31290
2156,289460
2157,217690
2158,487280
2159,356640
2160,212010
2161,243950
2162,401810
2163,338400
2164,391680
2165,348490
2166,102840
2167,375900
2168,9350
2169,36000
2170,358130
2171,31700
2172,416130
2173,230820
2174,394380
2175,368860
2176,32500
2177,212580
2178,264610
2179,506590
2180,271500
2181,313372
2182,283080
2183,280040
2184,354640
2185,218410
2186,80000
2187,211160
2188,451000
2189,274620
2190,362810
2191,11230
2192,217060
2193,279260
2194,340300
2195,271360
2196,256050
2197,7770
2198,279420
2199,16810
2200,417461
2201,283230
2202,214933
2203,252250
2204,358960
2205,303800
2206,111600
2207,42920
2208,364420
2209,322520
2210,251150
2211,102600
2212,244770
2213,428950
2214,414130
2215,347160
2216,105100
2217,325090
2218,235400
2219,269170
2220,263200
2221,315600
2222,228760
2223,7200
2224,373180
2225,340350
2226,354850
2227,393970
2228,111400
2229,485380
2230,348380
2231,311190
2232,367710
2233,206610
2234,304500
2235,238070
2236,57900
2237,463490
2238,61600
2239,390290
2240,419460
2241,203210
2242,8080
2243,269390
2244,94200
2245,253920
2246,342980
2247,65740
2248,233700
2249,340460
2250,44320
2251,211740
2252,238910
2253,6900
2254,284770
2255,243780
2256,501760
2257,431360
2258,45700
2259,237370
2260,508590
2261,310360
2262,321060
2263,269310
2264,45710
2265,41600
2266,349580
2267,475230
2268,9870
2269,449540
2270,299640
2271,299540
2272,230310
2273,429050
2274,306660
2275,452320
2276,361330
2277,332570
2278,208670
2279,369290
2280,12810
2281,203730
2282,224460
2283,205870
2284,218980
2285,284460
2286,219340
2287,41500
2288,410590
2289,428370
2290,388120
2291,301190
2292,299720
2293,339400
2294,409660
2295,286660
2296,253350
2297,311730
2298,489700
2299,468410
2300,349220
2301,215510
2302,383230
2303,248350
2304,327140
2305,296150
2306,385200
2307,344860
2308,271570
2309,242640
2310,251810
2311,412450
2312,9880
2313,266070
2314,235210
2315,243930
2316,426000
2317,250110
2318,47920
2319,323380
2320,438640
2321,40
2322,447880
2323,319400
2324,11240
2325,480631
2326,281130
2327,232910
2328,521430
2329,434730
2330,351050
2331,218820
2332,286200
2333,278620
2334,2640
2335,368370
2336,342580
2337,341310
2338,224440
2339,326670
2340,342150
2341,274230
2342,2820
2343,227020
2344,315810
2345,396650
2346,352010
2347,360550
2348,253530
2349,340740
2350,351970
2351,327090
2352,342370
2353,277450
2354,312780
2355,404012
2356,94590
2357,477310
2358,269370
2359,311140
2360,344140
2361,459940
2362,12830
2363,22180
2364,210550
2365,275390
2366,221300
2367,324170
2368,416210
2369,15750
2370,317710
2371,239450
2372,219700
2373,298520
2374,383580
2375,312010
2376,292780
2377,349100
2378,295770
2379,227480
2380,345350
2381,344850
2382,252450
2383,368160
2384,286260
2385,339480
2386,509060
2387,487700
2388,46540
2389,302060
2390,272060
2391,278570
2392,301120
2393,390390
2394,15560
2395,11390
2396,340150
2397,319560
2398,73020
2399,226960
2400,291910
2401,266290
2402,265690
2403,335030
2404,336100
2405,71230
2406,370190
2407,434420
2408,45797
2409,6210
2410,214930
2411,317040
2412,436120
2413,3900
2414,457195
2415,373360
2416,237590
2417,209520
2418,423840
2419,444190
2420,268090
2421,224960
2422,39690
2423,320040
2424,214870
2425,211780
2426,356500
2427,256010
2428,225360
2429,451840
2430,429700
2431,458830
2432,292240
2433,33210
2434,373390
2435,251370
2436,70310
2437,312150
2438,264280
2439,319730
2440,2990
2441,344630
2442,105000
2443,488660
2444,327130
2445,353270
2446,280910
2447,358750
2448,237890
2449,260130
2450,403180
2451,63200
2452,257970
2453,399670
2454,296570
2455,334780
2456,201290
2457,270510
2458,62100
2459,244730
2460,249330
2461,378370
2462,13520
2463,10140
2464,374040
2465,205610
2466,296300
2467,233350
2468,268830
2469,416640
2470,449020
2471,264930
2472,273940
2473,368750
2474,427910
2475,301750
2476,305980
2477,313375
2478,357070
2479,421040
2480,41010
2481,202200
2482,3800
2483,42990
2484,207930
2485,365360
2486,204060
2487,362490
2488,253650
2489,269490
2490,294020
2491,218040
2492,284950
2493,25910
2494,338180
2495,215690
2496,371100
2497,9860
2498,237950
2499,211280
2500,243180
2501,289881
2502,322660
